! VOLCANO_NAMES.TBL
!
! This table contains the locations of volcanoes.
!
! The format for the file is given below, with the number of characters in
! parentheses.
!
! Log:
! G. Krueger/EAI         1/00   Generated original
! A. Hardy/NCEP          6/03   Fixed the spelling for TUNGURAHUA
! R. Tian/SAIC           7/03   Recreated from $GEMPAK/data/tables/volcano_smithsonian.orig.tbl
! B. Hughes/SAB          2/04   Changed Smithsonian Number to Volcano Names for Map (D. Plummer)
! S. Guan/NCEP           1/17   Updated LAT, LON. and ELV from http://volcano.si.edu/projects/vaac-data/
! B. Hebbard/NCEP        2/23   Updated to include all SI GVP volcanoes with Last Known Eruption in CE
!
!-------------------------------------------------------------------
!
!STID    STNM   NAME                             ST CO   LAT    LON  ELV PRI LOCATION
!(8)     (6)    (32)                            (2)(2)   (5)    (6)   (5)(2) (20)
!
Towada   999999 Towada                           -- --  4051  14088  1011  0 Honshu-Japan
Traitor' 999999 Traitor's_Head                   -- -- -1875  16924   817  0 Vanuatu-SW.Pacific
Trident  999999 Trident                          -- --  5824 -15510  1864  0 Alaska.Peninsula
Tristan_ 999999 Tristan_da_Cunha                 -- -- -3709  -1228  2060  0 Atlantic-S
Trois_Pi 999999 Trois_Pitons,_Morne              -- --  1537  -6133  1387  0 Dominica-W.Indies
Tromen_V 999999 Tromen_Volcanic_Plateau          -- -- -3714  -7003  4114  0 Argentina-C
Tseax_Ri 999999 Tseax_River_Cone                 -- --  5512 -12890   609  0 Canada
Tullu_Mo 999999 Tullu_Moje                       -- --   816   3914  2343  0 Ethiopia
Tungurah 999999 Tungurahua                       -- --  -147  -7844  5023  0 Ecuador
Tupungat 999999 Tupungatito                      -- -- -3342  -6980  5660  0 Chile-C
Turrialb 999999 Turrialba                        -- --  1002  -8377  3340  0 Costa.Rica
Tutuila  999999 Tutuila                          -- -- -1430 -17070   653  0 Samoan-Wallis-Is-US
Tutupaca 999999 Tutupaca                         -- -- -1703  -7037  5801  0 Peru
Ubinas   999999 Ubinas                           -- -- -1636  -7090  5672  0 Peru
Ugashik- 999999 Ugashik-Peulik                   -- --  5775 -15637  1474  0 Alaska.Peninsula
Uinkaret 999999 Uinkaret_Field                   -- --  3638 -11313  1555  0 Arizona-US
Ukinrek_ 999999 Ukinrek_Maars                    -- --  5783 -15651    91  0 Alaska.Peninsula
Ulawun   999999 Ulawun                           -- --  -505  15133  2334  0 New.Britain-SW.Pac
Unnamed  999999 Unnamed                          -- -- -2134 -17565   -68  0 Tonga-SW.Pacific
Unnamed  999999 Unnamed                          -- -- -2085 -17555  -296  0 Tonga-SW.Pacific
Unnamed  999999 Unnamed                          -- -- -1832 -17436   -40  0 Tonga-SW.Pacific
Unnamed  999999 Unnamed                          -- --  -303  14778 -1300  0 Admiralty.Is-SW.Paci
Unnamed  999999 Unnamed                          -- --  2033  12175   -24  0 Luzon
Unnamed  999999 Unnamed                          -- --  4647  15128  -502  0 Kuril.Is
Unzen    999999 Unzen                            -- --  3276  13030  1483  0 Kyushu-Japan
Ushishur 999999 Ushishur                         -- --  4752  15280   401  0 Kuril.Is
Ushkovsk 999999 Ushkovsky                        -- --  5611  16051  3943  0 Kamchatka
Usu      999999 Usu                              -- --  4254  14084   733  0 Hokkaido-Japan
Uzon     999999 Uzon                             -- --  5450  15997  1617  0 Kamchatka
Vailulu' 999999 Vailulu'u                        -- -- -1422 -16906  -592  0 Samoan-Wallis-Is-US
Veer     999999 Veer                             -- --  5375  15845   520  0 Kamchatka
Veniamin 999999 Veniaminof                       -- --  5617 -15938  2507  0 Alaska.Peninsula
Vestmann 999999 Vestmannaeyjar                   -- --  6342  -2027   283  0 Iceland-S
Vesuvius 999999 Vesuvius                         -- --  4082   1443  1281  0 Italy
Victory  999999 Victory                          -- --  -920  14907  1925  0 New.Guinea
Villarri 999999 Villarrica                       -- -- -3942  -7193  2847  0 Chile-C
Visoke   999999 Visoke                           -- --  -146   2948  3696  0 Africa-C
Vsevidof 999999 Vsevidof                         -- --  5313 -16869  2149  0 Aleutian.Is
Vulcano  999999 Vulcano                          -- --  3840   1496   500  0 Italy
Waiowa   999999 Waiowa                           -- --  -957  14907   640  0 New.Guinea
Walvis_R 999999 Walvis_Ridge_at_33°S             -- -- -3296   -522 -1200  0 Undersea-Atlantic-C
Watt,_Mo 999999 Watt,_Morne                      -- --  1531  -6130  1224  0 Dominica-W.Indies
Wells_Gr 999999 Wells_Gray-Clearwater            -- --  5233 -12057  2576  0 Canada
West_Mat 999999 West_Mata                        -- -- -1510 -17375 -1174  0 Tonga-SW.Pacific
Westdahl 999999 Westdahl                         -- --  5452 -16465  1563  0 Aleutian.Is
White_Is 999999 White_Island                     -- -- -3752  17718   294  0 New.Zealand
Wolf,_Vo 999999 Wolf,_Volcan                     -- --     2  -9135  1710  0 Galapagos
Wrangell 999999 Wrangell                         -- --  6201 -14402  4278  0 Alaska-E
Wudalian 999999 Wudalianchi                      -- --  4872  12615   597  0 China-E
Wurlali  999999 Wurlali                          -- --  -712  12868   868  0 Banda.Sea
Yake-dak 999999 Yake-dake                        -- --  3623  13759  2455  0 Honshu-Japan
Yar,_Jab 999999 Yar,_Jabal                       -- --  1705   4283   305  0 Saudi_Arabia
Yasur    999999 Yasur                            -- -- -1953  16945   361  0 Vanuatu-SW.Pacific
Yate     999999 Yate                             -- -- -4176  -7240  2187  0 Chile-S
Yokoatej 999999 Yokoatejima                      -- --  2880  12900   495  0 Kyushu-Japan
Yokodake 999999 Yokodake                         -- --  3609  13832  2480  0 Honshu-Japan
Yufu-Tsu 999999 Yufu-Tsurumi                     -- --  3328  13139  1584  0 Kyushu-Japan
Yunaska  999999 Yunaska                          -- --  5264 -17063   550  0 Aleutian.Is
Zao      999999 Zao                              -- --  3814  14044  1841  0 Honshu-Japan
Zavaritz 999999 Zavaritzki_Caldera               -- --  4692  15195   624  0 Kuril.Is
Zavodovs 999999 Zavodovski                       -- -- -5630  -2757   551  0 Antarctica
Zheltovs 999999 Zheltovsky                       -- --  5158  15733  1926  0 Kamchatka
Zhupanov 999999 Zhupanovsky                      -- --  5359  15915  2899  0 Kamchatka
Zubair_G 999999 Zubair_Group                     -- --  1505   4218   191  0 Yemen
