! SNAP.TBL
!
! This table contains aviation VOR points and all VOR-relative points.
! VOR-relative points, or 'snapable' points are all points relative to
! individual VOR points located on a 16 point compass in 10nm intervals.
!
! The format for the file is given below, with the number of characters in
! parentheses.
!
!!
! Log:
! J. Wu/SAIC	        01/05   Created table
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!STID    STNM   NAME                            ST CO   LAT    LON   ELV  PRI
!(8)     (6)    (32)                            (2)(2)  (5)    (6)   (5)  (2)
EYW00072      9 160SSE_EYW                       -  -   2212  -8070     0  2
EYW00073      9 170SSE_EYW                       -  -   2197  -8063     0  2
EYW00074      9 180SSE_EYW                       -  -   2182  -8056     0  2
EYW00075      9 190SSE_EYW                       -  -   2166  -8050     0  2
EYW00076      9 200SSE_EYW                       -  -   2151  -8043     0  2
EYW00077      9 210SSE_EYW                       -  -   2135  -8036     0  2
EYW00078      9 220SSE_EYW                       -  -   2120  -8030     0  2
EYW00079      9 230SSE_EYW                       -  -   2104  -8023     0  2
EYW00080      9 240SSE_EYW                       -  -   2089  -8016     0  2
EYW00081      9 20S_EYW                          -  -   2426  -8180     0  2
EYW00082      9 30S_EYW                          -  -   2409  -8180     0  2
EYW00083      9 40S_EYW                          -  -   2392  -8180     0  2
EYW00084      9 50S_EYW                          -  -   2376  -8180     0  2
EYW00085      9 60S_EYW                          -  -   2359  -8180     0  2
EYW00086      9 70S_EYW                          -  -   2342  -8180     0  2
EYW00087      9 80S_EYW                          -  -   2326  -8180     0  2
EYW00088      9 90S_EYW                          -  -   2309  -8180     0  2
EYW00089      9 100S_EYW                         -  -   2292  -8180     0  2
EYW00090      9 110S_EYW                         -  -   2276  -8180     0  2
EYW00091      9 120S_EYW                         -  -   2259  -8180     0  2
EYW00092      9 130S_EYW                         -  -   2242  -8180     0  2
EYW00093      9 140S_EYW                         -  -   2226  -8180     0  2
EYW00094      9 150S_EYW                         -  -   2209  -8180     0  2
EYW00095      9 160S_EYW                         -  -   2193  -8180     0  2
EYW00096      9 170S_EYW                         -  -   2176  -8180     0  2
EYW00097      9 180S_EYW                         -  -   2159  -8180     0  2
EYW00098      9 190S_EYW                         -  -   2143  -8180     0  2
EYW00099      9 200S_EYW                         -  -   2126  -8180     0  2
EYW00100      9 210S_EYW                         -  -   2109  -8180     0  2
EYW00101      9 220S_EYW                         -  -   2093  -8180     0  2
EYW00102      9 230S_EYW                         -  -   2076  -8180     0  2
EYW00103      9 240S_EYW                         -  -   2059  -8180     0  2
EYW00104      9 250S_EYW                         -  -   2043  -8180     0  2
EYW00105      9 20SSW_EYW                        -  -   2428  -8194     0  2
EYW00106      9 30SSW_EYW                        -  -   2413  -8201     0  2
EYW00107      9 40SSW_EYW                        -  -   2397  -8208     0  2
EYW00108      9 50SSW_EYW                        -  -   2382  -8215     0  2
EYW00109      9 60SSW_EYW                        -  -   2367  -8222     0  2
EYW00110      9 70SSW_EYW                        -  -   2351  -8229     0  2
EYW00111      9 80SSW_EYW                        -  -   2336  -8236     0  2
EYW00112      9 90SSW_EYW                        -  -   2320  -8242     0  2
EYW00113      9 100SSW_EYW                       -  -   2305  -8249     0  2
EYW00114      9 110SSW_EYW                       -  -   2290  -8256     0  2
EYW00115      9 120SSW_EYW                       -  -   2274  -8263     0  2
EYW00116      9 130SSW_EYW                       -  -   2259  -8270     0  2
EYW00117      9 140SSW_EYW                       -  -   2243  -8277     0  2
EYW00118      9 150SSW_EYW                       -  -   2228  -8283     0  2
EYW00119      9 160SSW_EYW                       -  -   2212  -8290     0  2
EYW00120      9 170SSW_EYW                       -  -   2197  -8297     0  2
EYW00121      9 180SSW_EYW                       -  -   2182  -8304     0  2
EYW00122      9 190SSW_EYW                       -  -   2166  -8310     0  2
EYW00123      9 200SSW_EYW                       -  -   2151  -8317     0  2
EYW00124      9 210SSW_EYW                       -  -   2135  -8324     0  2
EYW00125      9 220SSW_EYW                       -  -   2120  -8330     0  2
EYW00126      9 230SSW_EYW                       -  -   2104  -8337     0  2
EYW00127      9 240SSW_EYW                       -  -   2089  -8344     0  2
EYW00128      9 20SW_EYW                         -  -   2435  -8206     0  2
EYW00129      9 30SW_EYW                         -  -   2424  -8219     0  2
EYW00130      9 40SW_EYW                         -  -   2412  -8232     0  2
EYW00131      9 50SW_EYW                         -  -   2400  -8244     0  2
EYW00132      9 60SW_EYW                         -  -   2388  -8257     0  2
EYW00133      9 70SW_EYW                         -  -   2376  -8270     0  2
EYW00134      9 80SW_EYW                         -  -   2364  -8283     0  2
EYW00135      9 90SW_EYW                         -  -   2353  -8296     0  2
EYW00136      9 100SW_EYW                        -  -   2341  -8308     0  2
EYW00137      9 110SW_EYW                        -  -   2329  -8321     0  2
EYW00138      9 120SW_EYW                        -  -   2317  -8334     0  2
EYW00139      9 130SW_EYW                        -  -   2305  -8346     0  2
EYW00140      9 140SW_EYW                        -  -   2293  -8359     0  2
EYW00141      9 150SW_EYW                        -  -   2281  -8372     0  2
EYW00142      9 160SW_EYW                        -  -   2269  -8384     0  2
EYW00143      9 170SW_EYW                        -  -   2257  -8397     0  2
EYW00144      9 180SW_EYW                        -  -   2245  -8409     0  2
EYW00145      9 190SW_EYW                        -  -   2233  -8422     0  2
EYW00146      9 200SW_EYW                        -  -   2221  -8434     0  2
EYW00147      9 210SW_EYW                        -  -   2209  -8447     0  2
EYW00148      9 220SW_EYW                        -  -   2197  -8459     0  2
EYW00149      9 230SW_EYW                        -  -   2185  -8472     0  2
EYW00150      9 240SW_EYW                        -  -   2173  -8484     0  2
EYW00151      9 250SW_EYW                        -  -   2161  -8497     0  2
EYW00152      9 20WSW_EYW                        -  -   2446  -8214     0  2
EYW00153      9 30WSW_EYW                        -  -   2440  -8231     0  2
EYW00154      9 40WSW_EYW                        -  -   2433  -8248     0  2
EYW00155      9 50WSW_EYW                        -  -   2427  -8264     0  2
EYW00156      9 60WSW_EYW                        -  -   2420  -8281     0  2
EYW00157      9 70WSW_EYW                        -  -   2414  -8298     0  2
EYW00158      9 100WSW_EYW                       -  -   2394  -8348     0  2
EYW00159      9 110WSW_EYW                       -  -   2388  -8365     0  2
EYW00160      9 120WSW_EYW                       -  -   2381  -8382     0  2
EYW00161      9 130WSW_EYW                       -  -   2375  -8399     0  2
EYW00162      9 140WSW_EYW                       -  -   2368  -8415     0  2
EYW00163      9 150WSW_EYW                       -  -   2361  -8432     0  2
EYW00164      9 160WSW_EYW                       -  -   2355  -8449     0  2
EYW00165      9 170WSW_EYW                       -  -   2348  -8465     0  2
EYW00166      9 180WSW_EYW                       -  -   2341  -8482     0  2
EYW00167      9 190WSW_EYW                       -  -   2335  -8498     0  2
EYW00168      9 200WSW_EYW                       -  -   2328  -8515     0  2
EYW00169      9 210WSW_EYW                       -  -   2321  -8532     0  2
EYW00170      9 220WSW_EYW                       -  -   2314  -8548     0  2
EYW00171      9 230WSW_EYW                       -  -   2308  -8565     0  2
EYW00172      9 240WSW_EYW                       -  -   2301  -8581     0  2
EYW00173      9 20W_EYW                          -  -   2459  -8217     0  2
EYW00174      9 30W_EYW                          -  -   2459  -8235     0  2
EYW00175      9 40W_EYW                          -  -   2459  -8253     0  2
EYW00176      9 50W_EYW                          -  -   2459  -8272     0  2
EYW00177      9 60W_EYW                          -  -   2459  -8290     0  2
EYW00178      9 70W_EYW                          -  -   2458  -8308     0  2
EYW00179      9 80W_EYW                          -  -   2458  -8327     0  2
EYW00180      9 90W_EYW                          -  -   2458  -8345     0  2
EYW00181      9 100W_EYW                         -  -   2458  -8363     0  2
EYW00182      9 110W_EYW                         -  -   2458  -8381     0  2
EYW00183      9 120W_EYW                         -  -   2457  -8400     0  2
EYW00184      9 130W_EYW                         -  -   2457  -8418     0  2
EYW00185      9 140W_EYW                         -  -   2457  -8436     0  2
EYW00186      9 150W_EYW                         -  -   2457  -8455     0  2
EYW00187      9 160W_EYW                         -  -   2456  -8473     0  2
EYW00188      9 170W_EYW                         -  -   2456  -8491     0  2
EYW00189      9 180W_EYW                         -  -   2455  -8510     0  2
EYW00190      9 190W_EYW                         -  -   2455  -8528     0  2
EYW00191      9 200W_EYW                         -  -   2455  -8546     0  2
EYW00192      9 210W_EYW                         -  -   2454  -8565     0  2
EYW00193      9 220W_EYW                         -  -   2454  -8583     0  2
EYW00194      9 230W_EYW                         -  -   2453  -8601     0  2
EYW00195      9 240W_EYW                         -  -   2453  -8619     0  2
EYW00196      9 250W_EYW                         -  -   2452  -8638     0  2
EYW00197      9 20WNW_EYW                        -  -   2472  -8214     0  2
EYW00198      9 30WNW_EYW                        -  -   2478  -8231     0  2
EYW00199      9 40WNW_EYW                        -  -   2484  -8248     0  2
EYW00200      9 50WNW_EYW                        -  -   2491  -8265     0  2
EYW00201      9 60WNW_EYW                        -  -   2497  -8282     0  2
EYW00202      9 70WNW_EYW                        -  -   2503  -8299     0  2
EYW00203      9 80WNW_EYW                        -  -   2509  -8316     0  2
EYW00204      9 90WNW_EYW                        -  -   2516  -8333     0  2
EYW00205      9 100WNW_EYW                       -  -   2522  -8350     0  2
EYW00206      9 110WNW_EYW                       -  -   2528  -8367     0  2
EYW00207      9 120WNW_EYW                       -  -   2534  -8384     0  2
EYW00208      9 130WNW_EYW                       -  -   2540  -8401     0  2
EYW00209      9 140WNW_EYW                       -  -   2546  -8419     0  2
EYW00210      9 20NW_EYW                         -  -   2483  -8206     0  2
EYW00211      9 30NW_EYW                         -  -   2494  -8219     0  2
EYW00212      9 40NW_EYW                         -  -   2506  -8232     0  2
EYW00213      9 50NW_EYW                         -  -   2518  -8245     0  2
EYW00214      9 60NW_EYW                         -  -   2529  -8258     0  2
EYW00215      9 70NW_EYW                         -  -   2541  -8271     0  2
EYW00216      9 20NNW_EYW                        -  -   2490  -8194     0  2
EYW00217      9 30NNW_EYW                        -  -   2505  -8201     0  2
EYW00218      9 40NNW_EYW                        -  -   2521  -8208     0  2
EYW00219      9 50NNW_EYW                        -  -   2536  -8215     0  2
RSW00000      9 RSW                              -  -   2653  -8178     0  1
RSW00001      9 20N_RSW                          -  -   2686  -8178     0  2
RSW00002      9 30N_RSW                          -  -   2703  -8178     0  2
RSW00003      9 20NNE_RSW                        -  -   2684  -8164     0  2
RSW00004      9 30NNE_RSW                        -  -   2699  -8157     0  2
RSW00005      9 40NNE_RSW                        -  -   2715  -8149     0  2
RSW00006      9 20NE_RSW                         -  -   2677  -8152     0  2
RSW00007      9 30NE_RSW                         -  -   2688  -8138     0  2
RSW00008      9 40NE_RSW                         -  -   2700  -8125     0  2
RSW00009      9 20ENE_RSW                        -  -   2666  -8144     0  2
RSW00010      9 30ENE_RSW                        -  -   2672  -8126     0  2
RSW00011      9 40ENE_RSW                        -  -   2678  -8109     0  2
RSW00012      9 20E_RSW                          -  -   2653  -8141     0  2
RSW00013      9 30E_RSW                          -  -   2653  -8122     0  2
RSW00014      9 40E_RSW                          -  -   2653  -8104     0  2
RSW00015      9 20ESE_RSW                        -  -   2640  -8144     0  2
RSW00016      9 30ESE_RSW                        -  -   2634  -8126     0  2
RSW00017      9 40ESE_RSW                        -  -   2627  -8109     0  2
RSW00018      9 20SE_RSW                         -  -   2629  -8152     0  2
RSW00019      9 30SE_RSW                         -  -   2618  -8139     0  2
RSW00020      9 40SE_RSW                         -  -   2606  -8126     0  2
RSW00021      9 50SE_RSW                         -  -   2594  -8113     0  2
RSW00022      9 20SSE_RSW                        -  -   2622  -8164     0  2
RSW00023      9 30SSE_RSW                        -  -   2607  -8157     0  2
RSW00024      9 40SSE_RSW                        -  -   2591  -8150     0  2
RSW00025      9 50SSE_RSW                        -  -   2576  -8143     0  2
RSW00026      9 60SSE_RSW                        -  -   2561  -8136     0  2
RSW00027      9 20S_RSW                          -  -   2620  -8178     0  2
RSW00028      9 30S_RSW                          -  -   2603  -8178     0  2
RSW00029      9 40S_RSW                          -  -   2586  -8178     0  2
RSW00030      9 50S_RSW                          -  -   2570  -8178     0  2
RSW00031      9 60S_RSW                          -  -   2553  -8178     0  2
RSW00032      9 20SSW_RSW                        -  -   2622  -8192     0  2
RSW00033      9 30SSW_RSW                        -  -   2607  -8199     0  2
RSW00034      9 40SSW_RSW                        -  -   2591  -8206     0  2
RSW00035      9 50SSW_RSW                        -  -   2576  -8213     0  2
RSW00036      9 60SSW_RSW                        -  -   2561  -8220     0  2
RSW00037      9 20SW_RSW                         -  -   2629  -8204     0  2
RSW00038      9 30SW_RSW                         -  -   2618  -8217     0  2
RSW00039      9 40SW_RSW                         -  -   2606  -8230     0  2
RSW00040      9 50SW_RSW                         -  -   2594  -8243     0  2
RSW00041      9 60SW_RSW                         -  -   2582  -8256     0  2
RSW00042      9 70SW_RSW                         -  -   2570  -8269     0  2
RSW00043      9 80SW_RSW                         -  -   2558  -8282     0  2
RSW00044      9 20WSW_RSW                        -  -   2640  -8212     0  2
RSW00045      9 30WSW_RSW                        -  -   2634  -8230     0  2
RSW00046      9 40WSW_RSW                        -  -   2627  -8247     0  2
RSW00047      9 50WSW_RSW                        -  -   2621  -8264     0  2
RSW00048      9 60WSW_RSW                        -  -   2614  -8281     0  2
RSW00049      9 70WSW_RSW                        -  -   2608  -8298     0  2
RSW00050      9 80WSW_RSW                        -  -   2601  -8315     0  2
RSW00051      9 90WSW_RSW                        -  -   2595  -8332     0  2
RSW00052      9 100WSW_RSW                       -  -   2588  -8349     0  2
RSW00053      9 20W_RSW                          -  -   2653  -8215     0  2
RSW00054      9 30W_RSW                          -  -   2653  -8234     0  2
RSW00055      9 40W_RSW                          -  -   2653  -8252     0  2
RSW00056      9 20WNW_RSW                        -  -   2666  -8212     0  2
RSW00057      9 30WNW_RSW                        -  -   2672  -8230     0  2
RSW00058      9 20NW_RSW                         -  -   2677  -8204     0  2
RSW00059      9 20NNW_RSW                        -  -   2684  -8192     0  2
RSW00060      9 30NNW_RSW                        -  -   2699  -8199     0  2
SPA00000      9 SPA                              -  -   3503  -8193     0  1
SPA00001      9 20N_SPA                          -  -   3536  -8193     0  2
SPA00002      9 30N_SPA                          -  -   3553  -8193     0  2
SPA00003      9 20NNE_SPA                        -  -   3534  -8177     0  2
SPA00004      9 30NNE_SPA                        -  -   3549  -8170     0  2
SPA00005      9 20NE_SPA                         -  -   3527  -8164     0  2
SPA00006      9 20ENE_SPA                        -  -   3516  -8155     0  2
SPA00007      9 20E_SPA                          -  -   3503  -8152     0  2
SPA00008      9 20ESE_SPA                        -  -   3490  -8155     0  2
SPA00009      9 20SE_SPA                         -  -   3479  -8164     0  2
SPA00010      9 30SE_SPA                         -  -   3468  -8150     0  2
SPA00011      9 40SE_SPA                         -  -   3456  -8136     0  2
SPA00012      9 20SSE_SPA                        -  -   3472  -8177     0  2
SPA00013      9 30SSE_SPA                        -  -   3457  -8170     0  2
SPA00014      9 40SSE_SPA                        -  -   3441  -8162     0  2
SPA00015      9 20S_SPA                          -  -   3470  -8193     0  2
SPA00016      9 30S_SPA                          -  -   3453  -8193     0  2
SPA00017      9 40S_SPA                          -  -   3436  -8193     0  2
SPA00018      9 20SSW_SPA                        -  -   3472  -8209     0  2
SPA00019      9 30SSW_SPA                        -  -   3457  -8216     0  2
SPA00020      9 40SSW_SPA                        -  -   3441  -8224     0  2
SPA00021      9 20SW_SPA                         -  -   3479  -8222     0  2
SPA00022      9 30SW_SPA                         -  -   3468  -8236     0  2
SPA00023      9 40SW_SPA                         -  -   3456  -8250     0  2
SPA00024      9 20WSW_SPA                        -  -   3490  -8231     0  2
SPA00025      9 30WSW_SPA                        -  -   3484  -8249     0  2
SPA00026      9 20W_SPA                          -  -   3503  -8234     0  2
SPA00027      9 30W_SPA                          -  -   3503  -8254     0  2
SPA00028      9 40W_SPA                          -  -   3503  -8274     0  2
SPA00029      9 20WNW_SPA                        -  -   3516  -8231     0  2
SPA00030      9 30WNW_SPA                        -  -   3522  -8250     0  2
SPA00031      9 40WNW_SPA                        -  -   3528  -8268     0  2
SPA00032      9 20NW_SPA                         -  -   3527  -8222     0  2
SPA00033      9 30NW_SPA                         -  -   3538  -8236     0  2
SPA00034      9 40NW_SPA                         -  -   3550  -8251     0  2
SPA00035      9 20NNW_SPA                        -  -   3534  -8209     0  2
SPA00036      9 30NNW_SPA                        -  -   3549  -8216     0  2
HNN00000      9 HNN                              -  -   3875  -8203     0  1
HNN00001      9 20N_HNN                          -  -   3908  -8203     0  2
HNN00002      9 30N_HNN                          -  -   3925  -8203     0  2
HNN00003      9 20NNE_HNN                        -  -   3906  -8187     0  2
HNN00004      9 30NNE_HNN                        -  -   3921  -8178     0  2
HNN00005      9 40NNE_HNN                        -  -   3937  -8170     0  2
HNN00006      9 20NE_HNN                         -  -   3899  -8173     0  2
HNN00007      9 30NE_HNN                         -  -   3910  -8157     0  2
HNN00008      9 20ENE_HNN                        -  -   3888  -8163     0  2
HNN00009      9 30ENE_HNN                        -  -   3894  -8144     0  2
HNN00010      9 40ENE_HNN                        -  -   3900  -8124     0  2
HNN00011      9 20E_HNN                          -  -   3875  -8160     0  2
HNN00012      9 30E_HNN                          -  -   3875  -8139     0  2
HNN00013      9 40E_HNN                          -  -   3875  -8118     0  2
HNN00014      9 20ESE_HNN                        -  -   3862  -8164     0  2
HNN00015      9 30ESE_HNN                        -  -   3856  -8144     0  2
HNN00016      9 40ESE_HNN                        -  -   3849  -8124     0  2
HNN00017      9 50ESE_HNN                        -  -   3843  -8105     0  2
HNN00018      9 20SE_HNN                         -  -   3851  -8173     0  2
HNN00019      9 30SE_HNN                         -  -   3840  -8158     0  2
HNN00020      9 40SE_HNN                         -  -   3828  -8143     0  2
HNN00021      9 20SSE_HNN                        -  -   3844  -8187     0  2
HNN00022      9 30SSE_HNN                        -  -   3829  -8179     0  2
HNN00023      9 40SSE_HNN                        -  -   3813  -8171     0  2
HNN00024      9 20S_HNN                          -  -   3842  -8203     0  2
HNN00025      9 30S_HNN                          -  -   3825  -8203     0  2
HNN00026      9 40S_HNN                          -  -   3808  -8203     0  2
HNN00027      9 50S_HNN                          -  -   3792  -8203     0  2
HNN00028      9 20SSW_HNN                        -  -   3844  -8219     0  2
HNN00029      9 30SSW_HNN                        -  -   3829  -8227     0  2
HNN00030      9 40SSW_HNN                        -  -   3813  -8235     0  2
HNN00031      9 50SSW_HNN                        -  -   3798  -8243     0  2
HNN00032      9 60SSW_HNN                        -  -   3783  -8251     0  2
HNN00033      9 70SSW_HNN                        -  -   3767  -8259     0  2
HNN00034      9 80SSW_HNN                        -  -   3752  -8267     0  2
HNN00035      9 20SW_HNN                         -  -   3851  -8233     0  2
HNN00036      9 30SW_HNN                         -  -   3840  -8248     0  2
HNN00037      9 40SW_HNN                         -  -   3828  -8263     0  2
HNN00038      9 50SW_HNN                         -  -   3816  -8278     0  2
HNN00039      9 60SW_HNN                         -  -   3804  -8293     0  2
HNN00040      9 70SW_HNN                         -  -   3792  -8308     0  2
HNN00041      9 20WSW_HNN                        -  -   3862  -8242     0  2
HNN00042      9 30WSW_HNN                        -  -   3856  -8262     0  2
HNN00043      9 40WSW_HNN                        -  -   3849  -8282     0  2
HNN00044      9 50WSW_HNN                        -  -   3843  -8301     0  2
HNN00045      9 60WSW_HNN                        -  -   3836  -8321     0  2
HNN00046      9 70WSW_HNN                        -  -   3830  -8340     0  2
HNN00047      9 20W_HNN                          -  -   3875  -8246     0  2
HNN00048      9 30W_HNN                          -  -   3875  -8267     0  2
HNN00049      9 40W_HNN                          -  -   3875  -8288     0  2
HNN00050      9 50W_HNN                          -  -   3875  -8310     0  2
HNN00051      9 60W_HNN                          -  -   3874  -8331     0  2
HNN00052      9 20WNW_HNN                        -  -   3888  -8243     0  2
HNN00053      9 30WNW_HNN                        -  -   3894  -8262     0  2
HNN00054      9 40WNW_HNN                        -  -   3900  -8282     0  2
HNN00055      9 50WNW_HNN                        -  -   3906  -8302     0  2
HNN00056      9 20NW_HNN                         -  -   3899  -8233     0  2
HNN00057      9 30NW_HNN                         -  -   3910  -8249     0  2
HNN00058      9 40NW_HNN                         -  -   3922  -8264     0  2
HNN00059      9 20NNW_HNN                        -  -   3906  -8219     0  2
HNN00060      9 30NNW_HNN                        -  -   3921  -8228     0  2
HMV00000      9 HMV                              -  -   3644  -8213     0  1
HMV00001      9 20N_HMV                          -  -   3677  -8213     0  2
HMV00002      9 30N_HMV                          -  -   3694  -8213     0  2
HMV00003      9 40N_HMV                          -  -   3711  -8213     0  2
HMV00004      9 20NNE_HMV                        -  -   3675  -8197     0  2
HMV00005      9 30NNE_HMV                        -  -   3690  -8189     0  2
HMV00006      9 40NNE_HMV                        -  -   3706  -8181     0  2
HMV00007      9 20NE_HMV                         -  -   3668  -8184     0  2
HMV00008      9 30NE_HMV                         -  -   3679  -8169     0  2
HMV00009      9 20ENE_HMV                        -  -   3657  -8175     0  2
HMV00010      9 30ENE_HMV                        -  -   3663  -8155     0  2
HMV00011      9 20E_HMV                          -  -   3644  -8172     0  2
HMV00012      9 30E_HMV                          -  -   3644  -8151     0  2
HMV00013      9 20ESE_HMV                        -  -   3631  -8175     0  2
HMV00014      9 30ESE_HMV                        -  -   3625  -8156     0  2
HMV00015      9 40ESE_HMV                        -  -   3618  -8137     0  2
HMV00016      9 50ESE_HMV                        -  -   3612  -8118     0  2
HMV00017      9 20SE_HMV                         -  -   3620  -8184     0  2
HMV00018      9 30SE_HMV                         -  -   3609  -8169     0  2
HMV00019      9 40SE_HMV                         -  -   3597  -8155     0  2
HMV00020      9 50SE_HMV                         -  -   3585  -8140     0  2
HMV00021      9 20SSE_HMV                        -  -   3613  -8197     0  2
HMV00022      9 30SSE_HMV                        -  -   3598  -8189     0  2
HMV00023      9 40SSE_HMV                        -  -   3582  -8182     0  2
HMV00024      9 50SSE_HMV                        -  -   3567  -8174     0  2
HMV00025      9 20S_HMV                          -  -   3611  -8213     0  2
HMV00026      9 30S_HMV                          -  -   3594  -8213     0  2
HMV00027      9 40S_HMV                          -  -   3577  -8213     0  2
HMV00028      9 20SSW_HMV                        -  -   3613  -8229     0  2
HMV00029      9 30SSW_HMV                        -  -   3598  -8237     0  2
HMV00030      9 40SSW_HMV                        -  -   3582  -8244     0  2
HMV00031      9 50SSW_HMV                        -  -   3567  -8252     0  2
HMV00032      9 20SW_HMV                         -  -   3620  -8242     0  2
HMV00033      9 30SW_HMV                         -  -   3609  -8257     0  2
HMV00034      9 40SW_HMV                         -  -   3597  -8271     0  2
HMV00035      9 50SW_HMV                         -  -   3585  -8286     0  2
HMV00036      9 20WSW_HMV                        -  -   3631  -8251     0  2
HMV00037      9 30WSW_HMV                        -  -   3625  -8270     0  2
HMV00038      9 40WSW_HMV                        -  -   3618  -8289     0  2
HMV00039      9 50WSW_HMV                        -  -   3612  -8308     0  2
HMV00040      9 20W_HMV                          -  -   3644  -8254     0  2
HMV00041      9 30W_HMV                          -  -   3644  -8275     0  2
HMV00042      9 40W_HMV                          -  -   3644  -8296     0  2
HMV00043      9 20WNW_HMV                        -  -   3657  -8251     0  2
HMV00044      9 30WNW_HMV                        -  -   3663  -8271     0  2
HMV00045      9 40WNW_HMV                        -  -   3669  -8290     0  2
HMV00046      9 20NW_HMV                         -  -   3668  -8242     0  2
HMV00047      9 30NW_HMV                         -  -   3679  -8257     0  2
HMV00048      9 40NW_HMV                         -  -   3691  -8272     0  2
HMV00049      9 50NW_HMV                         -  -   3703  -8287     0  2
HMV00050      9 20NNW_HMV                        -  -   3675  -8229     0  2
HMV00051      9 30NNW_HMV                        -  -   3690  -8237     0  2
HMV00052      9 40NNW_HMV                        -  -   3706  -8245     0  2
HMV00053      9 50NNW_HMV                        -  -   3721  -8253     0  2
HMV00054      9 60NNW_HMV                        -  -   3736  -8261     0  2
CLE00000      9 CLE                              -  -   4142  -8185     0  1
CLE00001      9 20N_CLE                          -  -   4175  -8185     0  2
CLE00002      9 30N_CLE                          -  -   4192  -8185     0  2
CLE00003      9 40N_CLE                          -  -   4209  -8185     0  2
CLE00004      9 50N_CLE                          -  -   4225  -8185     0  2
CLE00005      9 20NNE_CLE                        -  -   4173  -8168     0  2
CLE00006      9 30NNE_CLE                        -  -   4188  -8159     0  2
CLE00007      9 40NNE_CLE                        -  -   4203  -8151     0  2
CLE00008      9 20NE_CLE                         -  -   4166  -8153     0  2
CLE00009      9 30NE_CLE                         -  -   4177  -8138     0  2
CLE00010      9 20ENE_CLE                        -  -   4155  -8144     0  2
CLE00011      9 30ENE_CLE                        -  -   4161  -8123     0  2
CLE00012      9 20E_CLE                          -  -   4142  -8141     0  2
CLE00013      9 30E_CLE                          -  -   4142  -8118     0  2
CLE00014      9 20ESE_CLE                        -  -   4129  -8144     0  2
CLE00015      9 30ESE_CLE                        -  -   4123  -8124     0  2
CLE00016      9 40ESE_CLE                        -  -   4116  -8103     0  2
CLE00017      9 20SE_CLE                         -  -   4118  -8154     0  2
CLE00018      9 30SE_CLE                         -  -   4107  -8138     0  2
CLE00019      9 40SE_CLE                         -  -   4095  -8123     0  2
CLE00020      9 50SE_CLE                         -  -   4083  -8107     0  2
CLE00021      9 20SSE_CLE                        -  -   4111  -8168     0  2
CLE00022      9 30SSE_CLE                        -  -   4096  -8160     0  2
CLE00023      9 40SSE_CLE                        -  -   4080  -8151     0  2
CLE00024      9 50SSE_CLE                        -  -   4065  -8143     0  2
CLE00025      9 20S_CLE                          -  -   4109  -8185     0  2
CLE00026      9 30S_CLE                          -  -   4092  -8185     0  2
CLE00027      9 40S_CLE                          -  -   4075  -8185     0  2
CLE00028      9 50S_CLE                          -  -   4059  -8185     0  2
CLE00029      9 20SSW_CLE                        -  -   4111  -8202     0  2
CLE00030      9 30SSW_CLE                        -  -   4096  -8210     0  2
CLE00031      9 40SSW_CLE                        -  -   4080  -8219     0  2
CLE00032      9 20SW_CLE                         -  -   4118  -8216     0  2
CLE00033      9 30SW_CLE                         -  -   4107  -8232     0  2
CLE00034      9 40SW_CLE                         -  -   4095  -8247     0  2
CLE00035      9 50SW_CLE                         -  -   4083  -8263     0  2
CLE00036      9 20WSW_CLE                        -  -   4129  -8226     0  2
CLE00037      9 30WSW_CLE                        -  -   4123  -8246     0  2
CLE00038      9 40WSW_CLE                        -  -   4116  -8267     0  2
CLE00039      9 50WSW_CLE                        -  -   4110  -8287     0  2
CLE00040      9 60WSW_CLE                        -  -   4103  -8307     0  2
CLE00041      9 20W_CLE                          -  -   4142  -8229     0  2
CLE00042      9 30W_CLE                          -  -   4142  -8252     0  2
CLE00043      9 40W_CLE                          -  -   4142  -8274     0  2
CLE00044      9 20WNW_CLE                        -  -   4155  -8226     0  2
CLE00045      9 30WNW_CLE                        -  -   4161  -8247     0  2
CLE00046      9 20NW_CLE                         -  -   4166  -8217     0  2
CLE00047      9 30NW_CLE                         -  -   4177  -8232     0  2
CLE00048      9 20NNW_CLE                        -  -   4173  -8202     0  2
CLE00049      9 30NNW_CLE                        -  -   4188  -8211     0  2
CLE00050      9 40NNW_CLE                        -  -   4203  -8219     0  2
IRQ00000      9 IRQ                              -  -   3371  -8216     0  1
IRQ00001      9 20N_IRQ                          -  -   3404  -8216     0  2
IRQ00002      9 30N_IRQ                          -  -   3421  -8216     0  2
IRQ00003      9 20NNE_IRQ                        -  -   3402  -8201     0  2
IRQ00004      9 30NNE_IRQ                        -  -   3417  -8193     0  2
IRQ00005      9 20NE_IRQ                         -  -   3395  -8188     0  2
IRQ00006      9 30NE_IRQ                         -  -   3406  -8173     0  2
IRQ00007      9 20ENE_IRQ                        -  -   3384  -8179     0  2
IRQ00008      9 20E_IRQ                          -  -   3371  -8176     0  2
IRQ00009      9 20ESE_IRQ                        -  -   3358  -8179     0  2
IRQ00010      9 30ESE_IRQ                        -  -   3352  -8161     0  2
IRQ00011      9 20SE_IRQ                         -  -   3347  -8188     0  2
