! SNAP.TBL
!
! This table contains aviation VOR points and all VOR-relative points.
! VOR-relative points, or 'snapable' points are all points relative to
! individual VOR points located on a 16 point compass in 10nm intervals.
!
! The format for the file is given below, with the number of characters in
! parentheses.
!
!!
! Log:
! J. Wu/SAIC	        01/05   Created table
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!STID    STNM   NAME                            ST CO   LAT    LON   ELV  PRI
!(8)     (6)    (32)                            (2)(2)  (5)    (6)   (5)  (2)
MLU00044      9 20NW_MLU                         -  -   3276  -9231     0  2
MLU00045      9 20NNW_MLU                        -  -   3283  -9218     0  2
LIT00000      9 LIT                              -  -   3468  -9218     0  1
LIT00001      9 20N_LIT                          -  -   3501  -9218     0  2
LIT00002      9 30N_LIT                          -  -   3518  -9218     0  2
LIT00003      9 40N_LIT                          -  -   3535  -9218     0  2
LIT00004      9 50N_LIT                          -  -   3551  -9218     0  2
LIT00005      9 20NNE_LIT                        -  -   3499  -9202     0  2
LIT00006      9 30NNE_LIT                        -  -   3514  -9195     0  2
LIT00007      9 40NNE_LIT                        -  -   3530  -9187     0  2
LIT00008      9 20NE_LIT                         -  -   3492  -9189     0  2
LIT00009      9 30NE_LIT                         -  -   3503  -9175     0  2
LIT00010      9 40NE_LIT                         -  -   3515  -9160     0  2
LIT00011      9 20ENE_LIT                        -  -   3481  -9181     0  2
LIT00012      9 30ENE_LIT                        -  -   3487  -9162     0  2
LIT00013      9 40ENE_LIT                        -  -   3493  -9143     0  2
LIT00014      9 50ENE_LIT                        -  -   3500  -9124     0  2
LIT00015      9 20E_LIT                          -  -   3468  -9177     0  2
LIT00016      9 30E_LIT                          -  -   3468  -9157     0  2
LIT00017      9 40E_LIT                          -  -   3468  -9137     0  2
LIT00018      9 50E_LIT                          -  -   3468  -9117     0  2
LIT00019      9 20ESE_LIT                        -  -   3455  -9181     0  2
LIT00020      9 30ESE_LIT                        -  -   3449  -9162     0  2
LIT00021      9 40ESE_LIT                        -  -   3442  -9143     0  2
LIT00022      9 50ESE_LIT                        -  -   3436  -9125     0  2
LIT00023      9 60ESE_LIT                        -  -   3429  -9106     0  2
LIT00024      9 20SE_LIT                         -  -   3444  -9189     0  2
LIT00025      9 30SE_LIT                         -  -   3433  -9175     0  2
LIT00026      9 40SE_LIT                         -  -   3421  -9161     0  2
LIT00027      9 50SE_LIT                         -  -   3409  -9147     0  2
LIT00028      9 60SE_LIT                         -  -   3397  -9133     0  2
LIT00029      9 20SSE_LIT                        -  -   3437  -9203     0  2
LIT00030      9 30SSE_LIT                        -  -   3422  -9195     0  2
LIT00031      9 40SSE_LIT                        -  -   3406  -9187     0  2
LIT00032      9 50SSE_LIT                        -  -   3391  -9180     0  2
LIT00033      9 60SSE_LIT                        -  -   3376  -9172     0  2
LIT00034      9 20S_LIT                          -  -   3435  -9218     0  2
LIT00035      9 30S_LIT                          -  -   3418  -9218     0  2
LIT00036      9 40S_LIT                          -  -   3401  -9218     0  2
LIT00037      9 50S_LIT                          -  -   3385  -9218     0  2
LIT00038      9 20SSW_LIT                        -  -   3437  -9233     0  2
LIT00039      9 30SSW_LIT                        -  -   3422  -9241     0  2
LIT00040      9 40SSW_LIT                        -  -   3406  -9249     0  2
LIT00041      9 50SSW_LIT                        -  -   3391  -9256     0  2
LIT00042      9 20SW_LIT                         -  -   3444  -9247     0  2
LIT00043      9 30SW_LIT                         -  -   3433  -9261     0  2
LIT00044      9 40SW_LIT                         -  -   3421  -9275     0  2
LIT00045      9 50SW_LIT                         -  -   3409  -9289     0  2
LIT00046      9 20WSW_LIT                        -  -   3455  -9255     0  2
LIT00047      9 30WSW_LIT                        -  -   3449  -9274     0  2
LIT00048      9 40WSW_LIT                        -  -   3442  -9293     0  2
LIT00049      9 50WSW_LIT                        -  -   3436  -9311     0  2
LIT00050      9 60WSW_LIT                        -  -   3429  -9330     0  2
LIT00051      9 20W_LIT                          -  -   3468  -9259     0  2
LIT00052      9 30W_LIT                          -  -   3468  -9279     0  2
LIT00053      9 40W_LIT                          -  -   3468  -9299     0  2
LIT00054      9 50W_LIT                          -  -   3468  -9319     0  2
LIT00055      9 20WNW_LIT                        -  -   3481  -9255     0  2
LIT00056      9 30WNW_LIT                        -  -   3487  -9274     0  2
LIT00057      9 40WNW_LIT                        -  -   3493  -9293     0  2
LIT00058      9 50WNW_LIT                        -  -   3500  -9312     0  2
LIT00059      9 20NW_LIT                         -  -   3492  -9247     0  2
LIT00060      9 30NW_LIT                         -  -   3503  -9261     0  2
LIT00061      9 40NW_LIT                         -  -   3515  -9276     0  2
LIT00062      9 50NW_LIT                         -  -   3527  -9290     0  2
LIT00063      9 20NNW_LIT                        -  -   3499  -9234     0  2
LIT00064      9 30NNW_LIT                        -  -   3514  -9241     0  2
LIT00065      9 40NNW_LIT                        -  -   3530  -9249     0  2
LIT00066      9 50NNW_LIT                        -  -   3545  -9257     0  2
LIT00067      9 60NNW_LIT                        -  -   3560  -9265     0  2
DLH00000      9 DLH                              -  -   4680  -9220     0  1
DLH00001      9 20N_DLH                          -  -   4713  -9220     0  2
DLH00002      9 30N_DLH                          -  -   4730  -9220     0  2
DLH00003      9 40N_DLH                          -  -   4747  -9220     0  2
DLH00004      9 50N_DLH                          -  -   4763  -9220     0  2
DLH00005      9 20NNE_DLH                        -  -   4711  -9201     0  2
DLH00006      9 30NNE_DLH                        -  -   4726  -9192     0  2
DLH00007      9 40NNE_DLH                        -  -   4741  -9182     0  2
DLH00008      9 50NNE_DLH                        -  -   4757  -9173     0  2
DLH00009      9 60NNE_DLH                        -  -   4772  -9163     0  2
DLH00010      9 70NNE_DLH                        -  -   4788  -9153     0  2
DLH00011      9 20NE_DLH                         -  -   4704  -9185     0  2
DLH00012      9 30NE_DLH                         -  -   4715  -9168     0  2
DLH00013      9 40NE_DLH                         -  -   4727  -9151     0  2
DLH00014      9 50NE_DLH                         -  -   4739  -9133     0  2
DLH00015      9 60NE_DLH                         -  -   4750  -9115     0  2
DLH00016      9 20ENE_DLH                        -  -   4693  -9175     0  2
DLH00017      9 30ENE_DLH                        -  -   4699  -9152     0  2
DLH00018      9 40ENE_DLH                        -  -   4705  -9130     0  2
DLH00019      9 50ENE_DLH                        -  -   4711  -9107     0  2
DLH00020      9 60ENE_DLH                        -  -   4717  -9084     0  2
DLH00021      9 20E_DLH                          -  -   4680  -9171     0  2
DLH00022      9 30E_DLH                          -  -   4680  -9147     0  2
DLH00023      9 40E_DLH                          -  -   4680  -9123     0  2
DLH00024      9 50E_DLH                          -  -   4679  -9098     0  2
DLH00025      9 60E_DLH                          -  -   4679  -9074     0  2
DLH00026      9 70E_DLH                          -  -   4679  -9050     0  2
DLH00027      9 80E_DLH                          -  -   4678  -9025     0  2
DLH00028      9 20ESE_DLH                        -  -   4667  -9175     0  2
DLH00029      9 30ESE_DLH                        -  -   4661  -9153     0  2
DLH00030      9 40ESE_DLH                        -  -   4654  -9131     0  2
DLH00031      9 50ESE_DLH                        -  -   4648  -9108     0  2
DLH00032      9 60ESE_DLH                        -  -   4641  -9086     0  2
DLH00033      9 70ESE_DLH                        -  -   4634  -9064     0  2
DLH00034      9 20SE_DLH                         -  -   4656  -9186     0  2
DLH00035      9 30SE_DLH                         -  -   4645  -9169     0  2
DLH00036      9 40SE_DLH                         -  -   4633  -9152     0  2
DLH00037      9 50SE_DLH                         -  -   4621  -9135     0  2
DLH00038      9 60SE_DLH                         -  -   4609  -9118     0  2
DLH00039      9 70SE_DLH                         -  -   4597  -9101     0  2
DLH00040      9 20SSE_DLH                        -  -   4649  -9201     0  2
DLH00041      9 30SSE_DLH                        -  -   4634  -9192     0  2
DLH00042      9 40SSE_DLH                        -  -   4618  -9183     0  2
DLH00043      9 50SSE_DLH                        -  -   4603  -9174     0  2
DLH00044      9 60SSE_DLH                        -  -   4588  -9165     0  2
DLH00045      9 20S_DLH                          -  -   4647  -9220     0  2
DLH00046      9 30S_DLH                          -  -   4630  -9220     0  2
DLH00047      9 40S_DLH                          -  -   4613  -9220     0  2
DLH00048      9 50S_DLH                          -  -   4597  -9220     0  2
DLH00049      9 60S_DLH                          -  -   4580  -9220     0  2
DLH00050      9 70S_DLH                          -  -   4563  -9220     0  2
DLH00051      9 20SSW_DLH                        -  -   4649  -9239     0  2
DLH00052      9 30SSW_DLH                        -  -   4634  -9248     0  2
DLH00053      9 40SSW_DLH                        -  -   4618  -9257     0  2
DLH00054      9 50SSW_DLH                        -  -   4603  -9266     0  2
DLH00055      9 60SSW_DLH                        -  -   4588  -9275     0  2
DLH00056      9 20SW_DLH                         -  -   4656  -9254     0  2
DLH00057      9 30SW_DLH                         -  -   4645  -9271     0  2
DLH00058      9 40SW_DLH                         -  -   4633  -9288     0  2
DLH00059      9 50SW_DLH                         -  -   4621  -9305     0  2
DLH00060      9 20WSW_DLH                        -  -   4667  -9265     0  2
DLH00061      9 30WSW_DLH                        -  -   4661  -9287     0  2
DLH00062      9 40WSW_DLH                        -  -   4654  -9309     0  2
DLH00063      9 20W_DLH                          -  -   4680  -9269     0  2
DLH00064      9 30W_DLH                          -  -   4680  -9293     0  2
DLH00065      9 40W_DLH                          -  -   4680  -9317     0  2
DLH00066      9 20WNW_DLH                        -  -   4693  -9265     0  2
DLH00067      9 30WNW_DLH                        -  -   4699  -9288     0  2
DLH00068      9 40WNW_DLH                        -  -   4705  -9310     0  2
DLH00069      9 50WNW_DLH                        -  -   4711  -9333     0  2
DLH00070      9 20NW_DLH                         -  -   4704  -9255     0  2
DLH00071      9 30NW_DLH                         -  -   4715  -9272     0  2
DLH00072      9 40NW_DLH                         -  -   4727  -9289     0  2
DLH00073      9 50NW_DLH                         -  -   4739  -9307     0  2
DLH00074      9 20NNW_DLH                        -  -   4711  -9239     0  2
DLH00075      9 30NNW_DLH                        -  -   4726  -9248     0  2
DLH00076      9 40NNW_DLH                        -  -   4741  -9258     0  2
COU00000      9 COU                              -  -   3882  -9222     0  1
COU00001      9 20N_COU                          -  -   3915  -9222     0  2
COU00002      9 30N_COU                          -  -   3932  -9222     0  2
COU00003      9 20NNE_COU                        -  -   3913  -9206     0  2
COU00004      9 30NNE_COU                        -  -   3928  -9197     0  2
COU00005      9 20NE_COU                         -  -   3906  -9192     0  2
COU00006      9 30NE_COU                         -  -   3917  -9176     0  2
COU00007      9 20ENE_COU                        -  -   3895  -9182     0  2
COU00008      9 30ENE_COU                        -  -   3901  -9163     0  2
COU00009      9 20E_COU                          -  -   3882  -9179     0  2
COU00010      9 30E_COU                          -  -   3882  -9158     0  2
COU00011      9 40E_COU                          -  -   3882  -9136     0  2
COU00012      9 20ESE_COU                        -  -   3869  -9183     0  2
COU00013      9 30ESE_COU                        -  -   3863  -9163     0  2
COU00014      9 40ESE_COU                        -  -   3856  -9143     0  2
COU00015      9 20SE_COU                         -  -   3858  -9192     0  2
COU00016      9 30SE_COU                         -  -   3847  -9177     0  2
COU00017      9 40SE_COU                         -  -   3835  -9162     0  2
COU00018      9 50SE_COU                         -  -   3823  -9147     0  2
COU00019      9 20SSE_COU                        -  -   3851  -9206     0  2
COU00020      9 30SSE_COU                        -  -   3836  -9198     0  2
COU00021      9 40SSE_COU                        -  -   3820  -9190     0  2
COU00022      9 50SSE_COU                        -  -   3805  -9182     0  2
COU00023      9 60SSE_COU                        -  -   3790  -9174     0  2
COU00024      9 70SSE_COU                        -  -   3774  -9166     0  2
COU00025      9 20S_COU                          -  -   3849  -9222     0  2
COU00026      9 30S_COU                          -  -   3832  -9222     0  2
COU00027      9 40S_COU                          -  -   3815  -9222     0  2
COU00028      9 50S_COU                          -  -   3799  -9222     0  2
COU00029      9 60S_COU                          -  -   3782  -9222     0  2
COU00030      9 20SSW_COU                        -  -   3851  -9238     0  2
COU00031      9 30SSW_COU                        -  -   3836  -9246     0  2
COU00032      9 40SSW_COU                        -  -   3820  -9254     0  2
COU00033      9 50SSW_COU                        -  -   3805  -9262     0  2
COU00034      9 20SW_COU                         -  -   3858  -9252     0  2
COU00035      9 30SW_COU                         -  -   3847  -9267     0  2
COU00036      9 40SW_COU                         -  -   3835  -9282     0  2
COU00037      9 50SW_COU                         -  -   3823  -9297     0  2
COU00038      9 60SW_COU                         -  -   3811  -9312     0  2
COU00039      9 20WSW_COU                        -  -   3869  -9261     0  2
COU00040      9 30WSW_COU                        -  -   3863  -9281     0  2
COU00041      9 40WSW_COU                        -  -   3856  -9301     0  2
COU00042      9 50WSW_COU                        -  -   3850  -9320     0  2
COU00043      9 60WSW_COU                        -  -   3843  -9340     0  2
COU00044      9 20W_COU                          -  -   3882  -9265     0  2
COU00045      9 30W_COU                          -  -   3882  -9286     0  2
COU00046      9 40W_COU                          -  -   3882  -9308     0  2
COU00047      9 50W_COU                          -  -   3882  -9329     0  2
COU00048      9 20WNW_COU                        -  -   3895  -9262     0  2
COU00049      9 30WNW_COU                        -  -   3901  -9281     0  2
COU00050      9 40WNW_COU                        -  -   3907  -9301     0  2
COU00051      9 50WNW_COU                        -  -   3913  -9321     0  2
COU00052      9 20NW_COU                         -  -   3906  -9252     0  2
COU00053      9 30NW_COU                         -  -   3917  -9268     0  2
COU00054      9 20NNW_COU                        -  -   3913  -9238     0  2
COU00055      9 30NNW_COU                        -  -   3928  -9247     0  2
AEX00000      9 AEX                              -  -   3126  -9250     0  1
AEX00001      9 20N_AEX                          -  -   3159  -9250     0  2
AEX00002      9 30N_AEX                          -  -   3176  -9250     0  2
AEX00003      9 20NNE_AEX                        -  -   3157  -9235     0  2
AEX00004      9 30NNE_AEX                        -  -   3172  -9228     0  2
AEX00005      9 20NE_AEX                         -  -   3150  -9222     0  2
AEX00006      9 30NE_AEX                         -  -   3161  -9209     0  2
AEX00007      9 20ENE_AEX                        -  -   3139  -9214     0  2
AEX00008      9 30ENE_AEX                        -  -   3145  -9196     0  2
AEX00009      9 40ENE_AEX                        -  -   3151  -9178     0  2
AEX00010      9 50ENE_AEX                        -  -   3158  -9160     0  2
AEX00011      9 20E_AEX                          -  -   3126  -9211     0  2
AEX00012      9 30E_AEX                          -  -   3126  -9192     0  2
AEX00013      9 40E_AEX                          -  -   3126  -9172     0  2
AEX00014      9 50E_AEX                          -  -   3126  -9153     0  2
AEX00015      9 20ESE_AEX                        -  -   3113  -9214     0  2
AEX00016      9 30ESE_AEX                        -  -   3107  -9196     0  2
AEX00017      9 40ESE_AEX                        -  -   3100  -9178     0  2
AEX00018      9 20SE_AEX                         -  -   3102  -9223     0  2
AEX00019      9 30SE_AEX                         -  -   3091  -9209     0  2
AEX00020      9 40SE_AEX                         -  -   3079  -9195     0  2
AEX00021      9 20SSE_AEX                        -  -   3095  -9235     0  2
AEX00022      9 30SSE_AEX                        -  -   3080  -9228     0  2
AEX00023      9 40SSE_AEX                        -  -   3064  -9220     0  2
AEX00024      9 50SSE_AEX                        -  -   3049  -9213     0  2
AEX00025      9 20S_AEX                          -  -   3093  -9250     0  2
AEX00026      9 30S_AEX                          -  -   3076  -9250     0  2
AEX00027      9 40S_AEX                          -  -   3059  -9250     0  2
AEX00028      9 20SSW_AEX                        -  -   3095  -9265     0  2
AEX00029      9 30SSW_AEX                        -  -   3080  -9272     0  2
AEX00030      9 40SSW_AEX                        -  -   3064  -9280     0  2
AEX00031      9 20SW_AEX                         -  -   3102  -9277     0  2
AEX00032      9 30SW_AEX                         -  -   3091  -9291     0  2
AEX00033      9 40SW_AEX                         -  -   3079  -9305     0  2
AEX00034      9 20WSW_AEX                        -  -   3113  -9286     0  2
AEX00035      9 30WSW_AEX                        -  -   3107  -9304     0  2
AEX00036      9 40WSW_AEX                        -  -   3100  -9322     0  2
AEX00037      9 50WSW_AEX                        -  -   3094  -9340     0  2
AEX00038      9 20W_AEX                          -  -   3126  -9289     0  2
AEX00039      9 30W_AEX                          -  -   3126  -9308     0  2
AEX00040      9 40W_AEX                          -  -   3126  -9328     0  2
AEX00041      9 50W_AEX                          -  -   3126  -9347     0  2
AEX00042      9 20WNW_AEX                        -  -   3139  -9286     0  2
AEX00043      9 30WNW_AEX                        -  -   3145  -9304     0  2
AEX00044      9 40WNW_AEX                        -  -   3151  -9322     0  2
AEX00045      9 50WNW_AEX                        -  -   3158  -9340     0  2
AEX00046      9 20NW_AEX                         -  -   3150  -9278     0  2
AEX00047      9 30NW_AEX                         -  -   3161  -9291     0  2
AEX00048      9 40NW_AEX                         -  -   3173  -9305     0  2
AEX00049      9 50NW_AEX                         -  -   3185  -9319     0  2
AEX00050      9 20NNW_AEX                        -  -   3157  -9265     0  2
AEX00051      9 30NNW_AEX                        -  -   3172  -9272     0  2
AEX00052      9 40NNW_AEX                        -  -   3188  -9280     0  2
IRK00000      9 IRK                              -  -   4014  -9259     0  1
IRK00001      9 20N_IRK                          -  -   4047  -9259     0  2
IRK00002      9 30N_IRK                          -  -   4064  -9259     0  2
IRK00003      9 40N_IRK                          -  -   4081  -9259     0  2
IRK00004      9 20NNE_IRK                        -  -   4045  -9242     0  2
IRK00005      9 30NNE_IRK                        -  -   4060  -9234     0  2
IRK00006      9 20NE_IRK                         -  -   4038  -9228     0  2
IRK00007      9 30NE_IRK                         -  -   4049  -9213     0  2
IRK00008      9 40NE_IRK                         -  -   4061  -9197     0  2
IRK00009      9 20ENE_IRK                        -  -   4027  -9219     0  2
IRK00010      9 30ENE_IRK                        -  -   4033  -9198     0  2
IRK00011      9 40ENE_IRK                        -  -   4039  -9178     0  2
IRK00012      9 20E_IRK                          -  -   4014  -9215     0  2
IRK00013      9 30E_IRK                          -  -   4014  -9194     0  2
IRK00014      9 20ESE_IRK                        -  -   4001  -9219     0  2
IRK00015      9 30ESE_IRK                        -  -   3995  -9199     0  2
IRK00016      9 20SE_IRK                         -  -   3990  -9228     0  2
IRK00017      9 30SE_IRK                         -  -   3979  -9213     0  2
IRK00018      9 40SE_IRK                         -  -   3967  -9198     0  2
IRK00019      9 20SSE_IRK                        -  -   3983  -9242     0  2
IRK00020      9 30SSE_IRK                        -  -   3968  -9234     0  2
IRK00021      9 40SSE_IRK                        -  -   3952  -9226     0  2
IRK00022      9 20S_IRK                          -  -   3981  -9259     0  2
IRK00023      9 30S_IRK                          -  -   3964  -9259     0  2
IRK00024      9 40S_IRK                          -  -   3947  -9259     0  2
IRK00025      9 20SSW_IRK                        -  -   3983  -9276     0  2
IRK00026      9 30SSW_IRK                        -  -   3968  -9284     0  2
IRK00027      9 40SSW_IRK                        -  -   3952  -9292     0  2
IRK00028      9 50SSW_IRK                        -  -   3937  -9300     0  2
IRK00029      9 20SW_IRK                         -  -   3990  -9290     0  2
IRK00030      9 30SW_IRK                         -  -   3979  -9305     0  2
IRK00031      9 40SW_IRK                         -  -   3967  -9320     0  2
IRK00032      9 50SW_IRK                         -  -   3955  -9335     0  2
IRK00033      9 60SW_IRK                         -  -   3943  -9350     0  2
IRK00034      9 20WSW_IRK                        -  -   4001  -9299     0  2
IRK00035      9 30WSW_IRK                        -  -   3995  -9319     0  2
IRK00036      9 40WSW_IRK                        -  -   3988  -9339     0  2
IRK00037      9 50WSW_IRK                        -  -   3982  -9359     0  2
IRK00038      9 60WSW_IRK                        -  -   3975  -9379     0  2
IRK00039      9 20W_IRK                          -  -   4014  -9303     0  2
IRK00040      9 30W_IRK                          -  -   4014  -9324     0  2
IRK00041      9 40W_IRK                          -  -   4014  -9346     0  2
IRK00042      9 50W_IRK                          -  -   4013  -9368     0  2
IRK00043      9 60W_IRK                          -  -   4013  -9390     0  2
IRK00044      9 20WNW_IRK                        -  -   4027  -9299     0  2
IRK00045      9 30WNW_IRK                        -  -   4033  -9320     0  2
IRK00046      9 40WNW_IRK                        -  -   4039  -9340     0  2
IRK00047      9 20NW_IRK                         -  -   4038  -9290     0  2
IRK00048      9 30NW_IRK                         -  -   4049  -9305     0  2
IRK00049      9 20NNW_IRK                        -  -   4045  -9276     0  2
IRK00050      9 30NNW_IRK                        -  -   4060  -9284     0  2
ELD00000      9 ELD                              -  -   3326  -9274     0  1
ELD00001      9 20N_ELD                          -  -   3359  -9274     0  2
ELD00002      9 30N_ELD                          -  -   3376  -9274     0  2
ELD00003      9 40N_ELD                          -  -   3393  -9274     0  2
ELD00004      9 20NNE_ELD                        -  -   3357  -9259     0  2
ELD00005      9 30NNE_ELD                        -  -   3372  -9251     0  2
ELD00006      9 20NE_ELD                         -  -   3350  -9246     0  2
ELD00007      9 30NE_ELD                         -  -   3361  -9232     0  2
ELD00008      9 40NE_ELD                         -  -   3373  -9217     0  2
ELD00009      9 20ENE_ELD                        -  -   3339  -9237     0  2
ELD00010      9 30ENE_ELD                        -  -   3345  -9219     0  2
ELD00011      9 40ENE_ELD                        -  -   3351  -9200     0  2
ELD00012      9 50ENE_ELD                        -  -   3358  -9182     0  2
ELD00013      9 20E_ELD                          -  -   3326  -9234     0  2
ELD00014      9 30E_ELD                          -  -   3326  -9214     0  2
ELD00015      9 40E_ELD                          -  -   3326  -9194     0  2
ELD00016      9 50E_ELD                          -  -   3326  -9174     0  2
ELD00017      9 20ESE_ELD                        -  -   3313  -9237     0  2
ELD00018      9 30ESE_ELD                        -  -   3307  -9219     0  2
ELD00019      9 20SE_ELD                         -  -   3302  -9246     0  2
ELD00020      9 30SE_ELD                         -  -   3291  -9232     0  2
ELD00021      9 20SSE_ELD                        -  -   3295  -9259     0  2
ELD00022      9 30SSE_ELD                        -  -   3280  -9251     0  2
ELD00023      9 20S_ELD                          -  -   3293  -9274     0  2
ELD00024      9 30S_ELD                          -  -   3276  -9274     0  2
ELD00025      9 40S_ELD                          -  -   3259  -9274     0  2
ELD00026      9 20SSW_ELD                        -  -   3295  -9289     0  2
ELD00027      9 30SSW_ELD                        -  -   3280  -9297     0  2
ELD00028      9 40SSW_ELD                        -  -   3264  -9304     0  2
ELD00029      9 20SW_ELD                         -  -   3302  -9302     0  2
ELD00030      9 30SW_ELD                         -  -   3291  -9316     0  2
ELD00031      9 20WSW_ELD                        -  -   3313  -9311     0  2
ELD00032      9 30WSW_ELD                        -  -   3307  -9329     0  2
ELD00033      9 20W_ELD                          -  -   3326  -9314     0  2
ELD00034      9 30W_ELD                          -  -   3326  -9334     0  2
ELD00035      9 20WNW_ELD                        -  -   3339  -9311     0  2
ELD00036      9 30WNW_ELD                        -  -   3345  -9329     0  2
ELD00037      9 20NW_ELD                         -  -   3350  -9302     0  2
ELD00038      9 30NW_ELD                         -  -   3361  -9316     0  2
ELD00039      9 20NNW_ELD                        -  -   3357  -9289     0  2
ELD00040      9 30NNW_ELD                        -  -   3372  -9297     0  2
ELD00041      9 40NNW_ELD                        -  -   3388  -9305     0  2
ELD00042      9 50NNW_ELD                        -  -   3403  -9312     0  2
LCH00000      9 LCH                              -  -   3014  -9311     0  1
LCH00001      9 20N_LCH                          -  -   3047  -9311     0  2
LCH00002      9 30N_LCH                          -  -   3064  -9311     0  2
LCH00003      9 20NNE_LCH                        -  -   3045  -9296     0  2
LCH00004      9 30NNE_LCH                        -  -   3060  -9289     0  2
LCH00005      9 20NE_LCH                         -  -   3038  -9284     0  2
LCH00006      9 30NE_LCH                         -  -   3049  -9270     0  2
LCH00007      9 20ENE_LCH                        -  -   3027  -9275     0  2
LCH00008      9 30ENE_LCH                        -  -   3033  -9258     0  2
LCH00009      9 40ENE_LCH                        -  -   3039  -9240     0  2
LCH00010      9 20E_LCH                          -  -   3014  -9272     0  2
LCH00011      9 30E_LCH                          -  -   3014  -9253     0  2
LCH00012      9 40E_LCH                          -  -   3014  -9234     0  2
LCH00013      9 20ESE_LCH                        -  -   3001  -9275     0  2
LCH00014      9 30ESE_LCH                        -  -   2995  -9258     0  2
LCH00015      9 40ESE_LCH                        -  -   2988  -9240     0  2
LCH00016      9 50ESE_LCH                        -  -   2982  -9222     0  2
LCH00017      9 20SE_LCH                         -  -   2990  -9284     0  2
LCH00018      9 30SE_LCH                         -  -   2979  -9270     0  2
LCH00019      9 40SE_LCH                         -  -   2967  -9257     0  2
LCH00020      9 50SE_LCH                         -  -   2955  -9243     0  2
LCH00021      9 60SE_LCH                         -  -   2943  -9230     0  2
LCH00022      9 70SE_LCH                         -  -   2931  -9216     0  2
LCH00023      9 80SE_LCH                         -  -   2919  -9203     0  2
LCH00024      9 20SSE_LCH                        -  -   2983  -9296     0  2
LCH00025      9 30SSE_LCH                        -  -   2968  -9289     0  2
LCH00026      9 40SSE_LCH                        -  -   2952  -9282     0  2
LCH00027      9 50SSE_LCH                        -  -   2937  -9274     0  2
LCH00028      9 60SSE_LCH                        -  -   2922  -9267     0  2
LCH00029      9 70SSE_LCH                        -  -   2906  -9260     0  2
LCH00030      9 80SSE_LCH                        -  -   2891  -9253     0  2
LCH00031      9 90SSE_LCH                        -  -   2875  -9246     0  2
LCH00032      9 100SSE_LCH                       -  -   2860  -9238     0  2
LCH00033      9 110SSE_LCH                       -  -   2845  -9231     0  2
LCH00034      9 120SSE_LCH                       -  -   2829  -9224     0  2
LCH00035      9 20S_LCH                          -  -   2981  -9311     0  2
LCH00036      9 30S_LCH                          -  -   2964  -9311     0  2
LCH00037      9 40S_LCH                          -  -   2947  -9311     0  2
LCH00038      9 50S_LCH                          -  -   2931  -9311     0  2
LCH00039      9 60S_LCH                          -  -   2914  -9311     0  2
LCH00040      9 70S_LCH                          -  -   2897  -9311     0  2
LCH00041      9 80S_LCH                          -  -   2881  -9311     0  2
LCH00042      9 90S_LCH                          -  -   2864  -9311     0  2
LCH00043      9 100S_LCH                         -  -   2847  -9311     0  2
LCH00044      9 110S_LCH                         -  -   2831  -9311     0  2
LCH00045      9 120S_LCH                         -  -   2814  -9311     0  2
LCH00046      9 130S_LCH                         -  -   2797  -9311     0  2
LCH00047      9 140S_LCH                         -  -   2781  -9311     0  2
LCH00048      9 150S_LCH                         -  -   2764  -9311     0  2
LCH00049      9 160S_LCH                         -  -   2748  -9311     0  2
LCH00050      9 170S_LCH                         -  -   2731  -9311     0  2
LCH00051      9 180S_LCH                         -  -   2714  -9311     0  2
LCH00052      9 190S_LCH                         -  -   2698  -9311     0  2
LCH00053      9 200S_LCH                         -  -   2681  -9311     0  2
LCH00054      9 210S_LCH                         -  -   2664  -9311     0  2
LCH00055      9 20SSW_LCH                        -  -   2983  -9326     0  2
LCH00056      9 30SSW_LCH                        -  -   2968  -9333     0  2
LCH00057      9 40SSW_LCH                        -  -   2952  -9340     0  2
LCH00058      9 50SSW_LCH                        -  -   2937  -9348     0  2
LCH00059      9 60SSW_LCH                        -  -   2922  -9355     0  2
LCH00060      9 70SSW_LCH                        -  -   2906  -9362     0  2
LCH00061      9 80SSW_LCH                        -  -   2891  -9369     0  2
LCH00062      9 90SSW_LCH                        -  -   2875  -9376     0  2
LCH00063      9 100SSW_LCH                       -  -   2860  -9384     0  2
LCH00064      9 110SSW_LCH                       -  -   2845  -9391     0  2
LCH00065      9 20SW_LCH                         -  -   2990  -9338     0  2
LCH00066      9 30SW_LCH                         -  -   2979  -9352     0  2
LCH00067      9 40SW_LCH                         -  -   2967  -9365     0  2
LCH00068      9 50SW_LCH                         -  -   2955  -9379     0  2
LCH00069      9 60SW_LCH                         -  -   2943  -9392     0  2
LCH00070      9 70SW_LCH                         -  -   2931  -9406     0  2
LCH00071      9 20WSW_LCH                        -  -   3001  -9347     0  2
LCH00072      9 30WSW_LCH                        -  -   2995  -9364     0  2
LCH00073      9 40WSW_LCH                        -  -   2988  -9382     0  2
LCH00074      9 50WSW_LCH                        -  -   2982  -9400     0  2
LCH00075      9 60WSW_LCH                        -  -   2975  -9417     0  2
LCH00076      9 20W_LCH                          -  -   3014  -9350     0  2
LCH00077      9 30W_LCH                          -  -   3014  -9369     0  2
LCH00078      9 40W_LCH                          -  -   3014  -9388     0  2
