! VOLCANO_NAMES.TBL
!
! This table contains the locations of volcanoes.
!
! The format for the file is given below, with the number of characters in
! parentheses.
!
! Log:
! G. Krueger/EAI         1/00   Generated original
! A. Hardy/NCEP          6/03   Fixed the spelling for TUNGURAHUA
! R. Tian/SAIC           7/03   Recreated from $GEMPAK/data/tables/volcano_smithsonian.orig.tbl
! B. Hughes/SAB          2/04   Changed Smithsonian Number to Volcano Names for Map (D. Plummer)
! S. Guan/NCEP           1/17   Updated LAT, LON. and ELV from http://volcano.si.edu/projects/vaac-data/
!
!-------------------------------------------------------------------
!
!STID    STNM   NAME                             ST CO   LAT    LON  ELV PRI LOCATION
!(8)     (6)    (32)                            (2)(2)   (5)    (6)   (5)(2) (20)
!
Reventad 999999 Reventador                       -- --    -8  -7766  3562  0 Ecuador             
Rincon_d 999999 Rincon_de_la_Vieja               -- --  1083  -8532  1916  0 Costa.Rica          
Rinjani  999999 Rinjani                          -- --  -842  11647  3726  0 Lesser.Sunda.Is     
Ritter_I 999999 Ritter_Island                    -- --  -552  14812    75  0 New.Guinea          
Ruang    999999 Ruang                            -- --   230  12537   725  0 Sangihe.Is-Indonesia
Ruapehu  999999 Ruapehu                          -- -- -3928  17557  2797  0 New.Zealand         
Ruby     999999 Ruby                             -- --  1562  14557  -230  0 Mariana.Is-C.Pacific
Ruiz     999999 Ruiz                             -- --   489  -7532  5279  0 Colombia            
Rumble_I 999999 Rumble_III                       -- -- -3575  17848  -220  0 New.Zealand         
Sabancay 999999 Sabancaya                        -- -- -1578  -7185  5967  0 Peru                
Sakura-j 999999 Sakura-jima                      -- --  3159  13066  1117  0 Kyushu-Japan        
Salak    999999 Salak                            -- --  -672  10673  2211  0 Java                
San_Cris 999999 San_Cristobal                    -- --  1270  -8700  1745  0 Nicaragua           
San_Jorg 999999 San_Jorge                        -- --  3865  -2808  1053  0 Azores              
San_Jose 999999 San_Jose                         -- -- -3379  -6989  6070  0 Chile-C             
San_Migu 999999 San_Miguel                       -- --  1343  -8827  2130  0 El.Salvador         
San_Pedr 999999 San_Pedro                        -- -- -2189  -6839  6142  0 Chile-N             
San_Salv 999999 San_Salvador                     -- --  1373  -8929  1893  0 El.Salvador         
Sangay   999999 Sangay                           -- --  -201  -7834  5286  0 Ecuador             
Sangeang 999999 Sangeang_Api                     -- --  -820  11907  1949  0 Lesser.Sunda.Is     
Santa_An 999999 Santa_Ana                        -- --  1385  -8963  2381  0 El.Salvador         
Santa_Is 999999 Santa_Isabel                     -- --   358    875  3007  0 Africa              
Santa_Ma 999999 Santa_Maria                      -- --  1476  -9155  3772  0 Guatemala           
Santiago 999999 Santiago                         -- --   -22  -9077   920  0 Galapagos           
Santorin 999999 Santorini                        -- --  3640   2540   367  0 Greece              
Sarigan  999999 Sarigan                          -- --  1671  14578   538  0 Mariana.Is-C.Pacific
Sarychev 999999 Sarychev_Peak                    -- --  4809  15320  1496  0 Kuril.Is            
Savai'i  999999 Savai'i                          -- -- -1361 -17253  1858  0 Samoa-SW.Pacific    
Seguam   999999 Seguam                           -- --  5232 -17251  1054  0 Aleutian.Is         
Semeru   999999 Semeru                           -- --  -811  11292  3676  0 Java                
Semisopo 999999 Semisopochnoi                    -- --  5193  17958  1221  0 Aleutian.Is         
Serua    999999 Serua                            -- --  -631  13002   608  0 Banda.Sea           
Shasta   999999 Shasta                           -- --  4141 -12219  4317  0 US-California       
Shikotsu 999999 Shikotsu                         -- --  4269  14138  1320  0 Hokkaido-Japan      
Shiretok 999999 Shiretoko-Iwo-zan                -- --  4413  14516  1562  0 Hokkaido-Japan      
Shishald 999999 Shishaldin                       -- --  5476 -16397  2857  0 Aleutian.Is         
Shiveluc 999999 Shiveluch                        -- --  5665  16136  3283  0 Kamchatka           
Sirung   999999 Sirung                           -- --  -851  12413   862  0 Lesser.Sunda.Is     
Slamet   999999 Slamet                           -- --  -724  10921  3428  0 Java                
Smith_Ro 999999 Smith_Rock                       -- --  3144  14005   136  0 Izu.Is-Japan        
Socorro  999999 Socorro                          -- --  1878 -11095  1050  0 Mexico-Is           
Soputan  999999 Soputan                          -- --   111  12474  1785  0 Sulawesi-Indonesia  
Sorikmar 999999 Sorikmarapi                      -- --    69   9954  2145  0 Sumatra             
Sotara   999999 Sotara                           -- --   211  -7659  4400  0 Columbia            
Soufrier 999999 Soufriere_Guadeloupe             -- --  1604  -6166  1467  0 W.Indies            
Soufrier 999999 Soufriere_Hills                  -- --  1672  -6218   915  0 W_Indies            
Soufrier 999999 Soufriere_St_Vincent             -- --  1333  -6118  1220  0 W.Indies            
Spurr    999999 Spurr                            -- --  6130 -15225  3374  0 Alaska-SW           
St._Andr 999999 St._Andrew_Strait                -- --  -238  14735   270  0 Admiralty.Is-SW.Pac 
St._Hele 999999 St._Helens                       -- --  4620 -12218  2549  0 US-Washington       
Strombol 999999 Stromboli                        -- --  3879   1521   924  0 Italy               
Sumbing  999999 Sumbing                          -- --  -241  10173  2507  0 Sumatra             
Sundoro  999999 Sundoro                          -- --  -730  10999  3136  0 Java                
Suoh     999999 Suoh                             -- --  -525  10427  1000  0 Sumatra             
Supply_R 999999 Supply_Reef                      -- --  2013  14510    -8  0 Mariana.Is-C.Pacific
Suretama 999999 Suretamatai                      -- -- -1380  16747   921  0 Vanuatu-SW.Pacific  
Suwanose 999999 Suwanose-jima                    -- --  2964  12971   796  0 Ryukyu.Is           
Taal     999999 Taal                             -- --  1400  12099   311  0 Luzon-Philippines   
Tacana   999999 Tacana                           -- --  1513  -9211  4064  0 Mexico              
Talang   999999 Talang                           -- --   -98  10068  2597  0 Sumatra             
Tambora  999999 Tambora                          -- --  -825  11800  2850  0 Lesser.Sunda.Is     
Tanaga   999999 Tanaga                           -- --  5189 -17815  1806  0 Aleutian.Is         
Tandikat 999999 Tandikat                         -- --   -39  10033  2854  0 Sumatra             
Tangkuba 999999 Tangkubanparahu                  -- --  -677  10760  2084  0 Java                
Tao-Rusy 999999 Tao-Rusyr_Caldera                -- --  4935  15470  1325  0 Kuril.Is            
Telica   999999 Telica                           -- --  1260  -8685  1061  0 Nicaragua           
Tenerife 999999 Tenerife                         -- --  2827  -1664  3715  0 Canary.Is           
Tengger_ 999999 Tengger_Caldera                  -- --  -794  11295  2329  0 Java                
Teon     999999 Teon                             -- --  -698  12914   728  0 Banda.Sea           
Terceira 999999 Terceira                         -- --  3873  -2732  1023  0 Azores              
Test     999999 Test                             -- --  3700  -7700  9999  0 Test                
Thule_Is 999999 Thule_Islands                    -- -- -5944  -2723  1075  0 Antarctica          
Tiatia   999999 Tiatia                           -- --  4435  14625  1822  0 Kuril.Is            
Tinakula 999999 Tinakula                         -- -- -1038  16580   851  0 Santa.Cruz.Is-SW.Pac
Tinguiri 999999 Tinguiririca                     -- -- -3481  -7035  4280  0 Chile               
Tofua    999999 Tofua                            -- -- -1975 -17507   515  0 Tonga-SW.Pacific    
Tokachi  999999 Tokachi                          -- --  4342  14269  2077  0 Hokkaido-Japan      
Tolbachi 999999 Tolbachik                        -- --  5583  16033  3611  0 Kamchatka           
Tolima   999999 Tolima                           -- --   466  -7533  5215  0 Colombia            
Tongarir 999999 Tongariro                        -- -- -3916  17563  1978  0 New.Zealand         
Tori-shi 999999 Tori-shima                       -- --  3048  14030   394  0 Izu.Is-Japan        
Trident  999999 Trident                          -- --  5824 -15510  1864  0 Alaska.Peninsula    
Tristan_ 999999 Tristan_da_Cunha                 -- -- -3709  -1228  2060  0 Atlantic-S          
Tullu_Mo 999999 Tullu_Moje                       -- --   816   3914  2343  0 Ethiopia            
Tungurah 999999 Tungurahua                       -- --  -147  -7844  5023  0 Ecuador             
Tupungat 999999 Tupungatito                      -- -- -3343  -6980  5660  0 Chile-C             
Turrialb 999999 Turrialba                        -- --  1003  -8377  3340  0 Costa.Rica          
Tutupaca 999999 Tutupaca                         -- -- -1703  -7037  5801  0 Peru                
Ubinas   999999 Ubinas                           -- -- -1635  -7090  5672  0 Peru                
Ukinrek_ 999999 Ukinrek_Maars                    -- --  5783 -15651    91  0 Alaska.Peninsula    
Ulawun   999999 Ulawun                           -- --  -505  15133  2334  0 New.Britain-SW.Pac  
Unnamed  999999 Unnamed                          -- --  8827  -6560 -1500  0 Arctic.Ocean        
Unnamed  999999 Unnamed                          -- --  2358 -16383 -4000  0 Hawaiian.Is         
Unnamed  999999 Unnamed                          -- --  4808  15333  -150  0 Kuril.Is            
Unnamed  999999 Unnamed                          -- -- -1744 -11321 -2566  0 Pacific-E           
Unnamed  999999 Unnamed                          -- --  4647  15128  -502  0 Kuril.Is            
Unnamed  999999 Unnamed                          -- -- -2578  16863 -2400  0 SW.Pacific          
Unnamed  999999 Unnamed                          -- --  -303  14778 -1300  0 Admiralty.Is-SW.Paci
Unnamed  999999 Unnamed                          -- -- -2138 -17565  -500  0 Tonga-SW.Pacific    
Unnamed  999999 Unnamed                          -- -- -2085 -17553   -13  0 Tonga-SW.Pacific    
Unzen    999999 Unzen                            -- --  3276  13030  1483  0 Kyushu-Japan        
Usu      999999 Usu                              -- --  4254  14084   733  0 Hokkaido-Japan      
Veniamin 999999 Veniaminof                       -- --  5617 -15938  2507  0 Alaska.Peninsula    
Vestmann 999999 Vestmannaeyjar                   -- --  6342  -2027   283  0 Iceland-S           
Vesuvius 999999 Vesuvius                         -- --  4082   1443  1281  0 Italy               
Victory  999999 Victory                          -- --  -920  14907  1925  0 New.Guinea          
Viedma,_ 999999 Viedma,_Volcan                   -- -- -4936  -7328  1500  0 Argentina           
Villarri 999999 Villarrica                       -- -- -3942  -7193  2847  0 Chile-C             
Visoke   999999 Visoke                           -- --  -146   2949  3696  0 Africa-C            
Waiowa   999999 Waiowa                           -- --  -957  14908   640  0 New.Guinea          
Westdahl 999999 Westdahl                         -- --  5452 -16465  1654  0 Aleutian.Is         
White_Is 999999 White_Island                     -- -- -3752  17718   321  0 New.Zealand         
Wolf,_Vo 999999 Wolf,_Volcan                     -- --     2  -9135  1710  0 Galapagos           
Wrangell 999999 Wrangell                         -- --  6201 -14402  4278  0 Alaska-E            
Yake-dak 999999 Yake-dake                        -- --  3623  13759  2455  0 Honshu-Japan        
Yasur    999999 Yasur                            -- -- -1953  16944   361  0 Vanuatu-SW.Pacific  
Yunaska  999999 Yunaska                          -- --  5264 -17063   550  0 Aleutian.Is         
Zao      999999 Zao                              -- --  3814  14044  1841  0 Honshu-Japan        
Zavaritz 999999 Zavaritzki_Caldera               -- --  4693  15195   624  0 Kuril.Is            
Zengyu   999999 Zengyu                           -- --  2618  12246  -418  0 Taiwan-N.of         
Zheltovs 999999 Zheltovsky                       -- --  5158  15733  1926  0 Kamchatka           
Zhupanov 999999 Zhupanovsky                      -- --  5359  15915  2899  0 Kamchatka           
