! VOLCANO.TBL
!
! This table contains the locations of volcanoes.
!
! The format for the file is given below, with the number of characters in
! parentheses.
!
! Log:
! G. Krueger/EAI         1/00   Generated original
! A. Hardy/NCEP          6/03   Fixed the spelling for TUNGURAHUA
! R. Tian/SAIC           7/03   Recreated from $GEMPAK/data/tables/volcano_smithsonian.orig.tbl
! D.W.Plummer/NCEP       8/04   Added Anatahan (Mariana Is-C Pacific)
! D.W.Plummer/NCEP       8/04   Reconcile w/ NESDIS/SAB operations
! S. Jacobs/NCEP        12/10   Reconcile w/ NESDIS/SAB operations
! S. Gilbert/NCEP        2/14   Updated ID numbers based on new info from Smithsonian
! S. Gilbert/NCEP       11/14   Renamed Negro_de_Mayasquer,_Cerro to Chiles-Cerro_Negro
! S. Guan/NCEP           8/16   Added Sotara (Columbia)
! S. Guan/NCEP           1/17   Updated LAT, LON. and ELV from http://volcano.si.edu/projects/vaac-data/
! B. Hebbard/NCEP        2/23   Updated LAT, LON. and ELV from current SI where avail
!-------------------------------------------------------------------
!
!STID    STNM   NAME                             ST CO   LAT    LON  ELV PRI LOCATION
!(8)     (6)    (32)                            (2)(2)   (5)    (6)   (5)(2) (20)
!
284192   999999 Sarigan                          -- --  1671  14578   538  0 Mariana.Is-C.Pacific
290240   999999 Sarychev_Peak                    -- --  4809  15320  1496  0 Kuril.Is
244040   999999 Savai'i                          -- -- -1361 -17252  1858  0 Samoa-SW.Pacific
311180   999999 Seguam                           -- --  5232 -17251  1054  0 Aleutian.Is
263300   999999 Semeru                           -- --  -811  11292  3657  0 Java
311060   999999 Semisopochnoi                    -- --  5193  17958  1221  0 Aleutian.Is
265070   999999 Serua                            -- --  -631  13002   608  0 Banda.Sea
323010   999999 Shasta                           -- --  4141 -12219  4317  0 US-California
285040   999999 Shikotsu                         -- --  4269  14138  1320  0 Hokkaido-Japan
285090   999999 Shiretoko-Iwo-zan                -- --  4413  14516  1562  0 Hokkaido-Japan
311360   999999 Shishaldin                       -- --  5476 -16397  2857  0 Aleutian.Is
300270   999999 Shiveluch                        -- --  5665  16136  3283  0 Kamchatka
264270   999999 Sirung                           -- --  -851  12413   862  0 Lesser.Sunda.Is
263180   999999 Slamet                           -- --  -724  10921  3428  0 Java
284080   999999 Smith_Rock                       -- --  3144  14005   136  0 Izu.Is-Japan
341021   999999 Socorro                          -- --  1878 -11095  1050  0 Mexico-Is
266030   999999 Soputan                          -- --   111  12474  1785  0 Sulawesi-Indonesia
261120   999999 Sorikmarapi                      -- --    69   9954  2145  0 Sumatra
351061   999999 Sotara                           -- --   211  -7659  4400  0 Columbia
360060   999999 Soufriere_Guadeloupe             -- --  1604  -6166  1467  0 W.Indies
360050   999999 Soufriere_Hills                  -- --  1672  -6218   915  0 W_Indies
360150   999999 Soufriere_St_Vincent             -- --  1333  -6118  1220  0 W.Indies
313040   999999 Spurr                            -- --  6130 -15225  3374  0 Alaska-SW
250010   999999 St._Andrew_Strait                -- --  -238  14735   270  0 Admiralty.Is-SW.Pac
321050   999999 St._Helens                       -- --  4620 -12218  2549  0 US-Washington
211040   999999 Stromboli                        -- --  3879   1521   924  0 Italy
261180   999999 Sumbing                          -- --  -241  10173  2507  0 Sumatra
263210   999999 Sundoro                          -- --  -730  11000  3147  0 Java
261270   999999 Suoh                             -- --  -525  10427  1000  0 Sumatra
284142   999999 Supply_Reef                      -- --  2013  14510    -8  0 Mariana.Is-C.Pacific
257010   999999 Suretamatai                      -- -- -1380  16747   921  0 Vanuatu-SW.Pacific
282030   999999 Suwanose-jima                    -- --  2964  12971   796  0 Ryukyu.Is
273070   999999 Taal                             -- --  1400  12099   311  0 Luzon-Philippines
341130   999999 Tacana                           -- --  1513  -9211  4064  0 Mexico
261160   999999 Talang                           -- --   -98  10068  2575  0 Sumatra
264040   999999 Tambora                          -- --  -825  11800  2850  0 Lesser.Sunda.Is
311080   999999 Tanaga                           -- --  5188 -17815  1806  0 Aleutian.Is
261150   999999 Tandikat                         -- --   -39  10033  2854  0 Sumatra
263090   999999 Tangkubanparahu                  -- --  -677  10760  2084  0 Java
290310   999999 Tao-Rusyr_Caldera                -- --  4934  15472  1272  0 Kuril.Is
344040   999999 Telica                           -- --  1261  -8684  1036  0 Nicaragua
261050   999999 Telong_Bur_Ni                    -- --   477   9682  2617  0 Sumatra
383030   999999 Tenerife                         -- --  2827  -1664  3715  0 Canary.Is
263310   999999 Tengger_Caldera                  -- --  -794  11295  2329  0 Java
265050   999999 Teon                             -- --  -698  12914   728  0 Banda.Sea
382050   999999 Terceira                         -- --  3873  -2732  1023  0 Azores
390070   999999 Thule_Islands                    -- -- -5944  -2722  1075  0 Antarctica
290030   999999 Tiatia                           -- --  4435  14625  1822  0 Kuril.Is
256010   999999 Tinakula                         -- -- -1039  16580   796  0 Santa.Cruz.Is-SW.Pac
357030   999999 Tinguiririca                     -- -- -3481  -7035  4280  0 Chile
243060   999999 Tofua                            -- -- -1975 -17507   515  0 Tonga-SW.Pacific
285050   999999 Tokachi                          -- --  4342  14269  2077  0 Hokkaido-Japan
300240   999999 Tolbachik                        -- --  5583  16033  3611  0 Kamchatka
351030   999999 Tolima                           -- --   466  -7533  5215  0 Colombia
241080   999999 Tongariro                        -- -- -3916  17563  1978  0 New.Zealand
284090   999999 Tori-shima                       -- --  3048  14030   394  0 Izu.Is-Japan
312160   999999 Trident                          -- --  5824 -15510  1864  0 Alaska.Peninsula
386010   999999 Tristan_da_Cunha                 -- -- -3709  -1228  2060  0 Atlantic-S
221250   999999 Tullu_Moje                       -- --   816   3914  2343  0 Ethiopia
352080   999999 Tungurahua                       -- --  -147  -7844  5023  0 Ecuador
357010   999999 Tupungatito                      -- -- -3342  -6980  5660  0 Chile-C
345070   999999 Turrialba                        -- --  1002  -8377  3340  0 Costa.Rica
354040   999999 Tutupaca                         -- -- -1703  -7037  5801  0 Peru
354020   999999 Ubinas                           -- -- -1636  -7090  5672  0 Peru
312131   999999 Ukinrek_Maars                    -- --  5783 -15651    91  0 Alaska.Peninsula
252120   999999 Ulawun                           -- --  -505  15133  2334  0 New.Britain-SW.Pac
377010   999999 Unnamed                          -- --  8827  -6560 -1500  0 Arctic.Ocean
332090   999999 Unnamed                          -- --  2358 -16383 -4000  0 Hawaiian.Is
290230   999999 Unnamed                          -- --  4808  15333  -150  0 Kuril.Is
290160   999999 Unnamed                          -- --  4647  15128  -502  0 Kuril.Is
258030   999999 Unnamed                          -- -- -2578  16863 -2400  0 SW.Pacific
250030   999999 Unnamed                          -- --  -303  14778 -1300  0 Admiralty.Is-SW.Paci
243010   999999 Unnamed                          -- -- -2134 -17565   -68  0 Tonga-SW.Pacific
243030   999999 Unnamed                          -- -- -2085 -17555  -296  0 Tonga-SW.Pacific
282100   999999 Unzen                            -- --  3276  13030  1483  0 Kyushu-Japan
285030   999999 Usu                              -- --  4254  14084   733  0 Hokkaido-Japan
312070   999999 Veniaminof                       -- --  5617 -15938  2507  0 Alaska.Peninsula
372010   999999 Vestmannaeyjar                   -- --  6342  -2027   283  0 Iceland-S
211020   999999 Vesuvius                         -- --  4082   1443  1281  0 Italy
253030   999999 Victory                          -- --  -920  14907  1925  0 New.Guinea
358061   999999 Viedma,_Volcan                   -- -- -4936  -7328  1500  0 Argentina
357120   999999 Villarrica                       -- -- -3942  -7193  2847  0 Chile-C
223050   999999 Visoke                           -- --  -146   2948  3696  0 Africa-C
253040   999999 Waiowa                           -- --  -957  14907   640  0 New.Guinea
311340   999999 Westdahl                         -- --  5452 -16465  1563  0 Aleutian.Is
241040   999999 White_Island                     -- -- -3752  17718   294  0 New.Zealand
353020   999999 Wolf,_Volcan                     -- --     2  -9135  1710  0 Galapagos
315020   999999 Wrangell                         -- --  6201 -14402  4278  0 Alaska-E
283070   999999 Yake-dake                        -- --  3623  13759  2455  0 Honshu-Japan
257100   999999 Yasur                            -- -- -1953  16945   361  0 Vanuatu-SW.Pacific
311210   999999 Yunaska                          -- --  5264 -17063   550  0 Aleutian.Is
283190   999999 Zao                              -- --  3814  14044  1841  0 Honshu-Japan
290180   999999 Zavaritzki_Caldera               -- --  4692  15195   624  0 Kuril.Is
281050   999999 Zengyu                           -- --  2618  12246  -418  0 Taiwan-N.of
300040   999999 Zheltovsky                       -- --  5158  15733  1926  0 Kamchatka
300120   999999 Zhupanovsky                      -- --  5359  15915  2899  0 Kamchatka
