! ISLAND.TBL
!
! This table contains the locations of the major islands in the 
! tropical atlantic ocean.
! 
!
! The format for the file is given below, with the number of 
! characters in parentheses.
!
! Log:
! A. Hardy (GSC)		         DATE:    3/00	
! Notes:  Created
!
! C. Sisko & M. Huber (NHC/TPC)  DATE:    28-APR-2000   
! Notes:  expanded table to include all known Atlantic Islands
!         source:  United Nations Environment Programme (UNEP) 
!
! C. Sisko (NHC/TPC) 
!   revised:  22-MAY-2000  corrected discrepancies and performed 
!                          verification of most islands. 
!
! C. Sisko (NHC/TPC)
!   revised:  14-JUL-2000  corrected discrepancies.
!
! A. Hardy (GSC)		         DATE:    7/00	
! Notes:  corrected location for St. Thomas, Tobago Islands, 
!         added Hans Lollik Is.
!
!-------------------------------------------------------------------
!
!STID    STNM   NAME                             ST CO   LAT    LON  ELV PRI
!(8)     (6)    (32)                            (2)(2)   (5)    (6)   (5)(2)
!
FORMOSA  999999 FORMOSA                          -- GN  1147  -1598     0  0
JETA     999999 JETA                             -- GN  1190  -1626     0  0
ORANGO   999999 ORANGO_I_DE                      -- GN  1112  -1613     0  0
ORANGOZI 999999 ORANGOZINHO                      -- GN  1112  -1595     0  0
PECIXE   999999 PECIXE                           -- GN  1183  -1608     0  0
ROXA     999999 ROXA                             -- GN  1125  -1573     0  0
UNO      999999 UNO                              -- GN  1127  -1623     0  0
GONAVE   999999 GONAVE_ILE_DE_LA                 -- HA  1882  -7304     0  0
HISPANIO 999999 HISPANIOLA                       -- HA  1900  -7100  3175  0
ILE_DE_L 999999 ILE_DE_LA_TORTUE                 -- HA  2004  -7275   459  0
GUANAJA  999999 GUANAJA                          -- HO  1648  -8587   365  0
ROATAN   999999 ROATAN                           -- HO  1633  -8650   273  0
UTILA    999999 UTILA                            -- HO  1680  -8685    85  0
ICELAND  999999 ICELAND                          -- IL  6450  -1900  1479  0
ACHILL   999999 ACHILL                           -- IE  5400  -1000   672  0
INISHMOR 999999 INISHMORE                        -- IE  5312   -975     0  0
IRELAND  999999 IRELAND                          -- IE  5300   -800  1032  0
JAMAICA  999999 JAMAICA                          -- JM  1820  -7725  2256  0
MORANT_C 999999 MORANT_CAYS                      -- JM  1743  -7590     5  0
PEDRO_CA 999999 PEDRO_CAYS                       -- JM  1700  -7766     5  0
TIDRA    999999 TIDRA                            -- MA  1973  -1640     0  0
CHINCHOR 999999 CHINCHORRO_BANCO                 -- MX  1856  -8732     0  0
CLARION  999999 CLARION                          -- MX  1838 -11469   390  0
COZUMEL  999999 COZUMEL                          -- MX  2040  -8690     2  0
TERSCHEL 999999 TERSCHELLING                     -- NL  5340    538    31  0
TEXEL    999999 TEXEL                            -- NL  5308    480    25  0
ARUBA    999999 ARUBA                            -- NL  1250  -7000   188  0
BONAIRE  999999 BONAIRE                          -- NL  1215  -6830   240  0
CURACAO  999999 CURACAO                          -- NL  1215  -6900   372  0
SABA     999999 SABA                             -- NL  1760  -6325   870  0
ST_EUSTA 999999 ST_EUSTATIUS                     -- NL  1750  -6300   600  0
ANDORJA  999999 ANDORJA                          -- NO  6887   1728  1277  0
ANDOYA   999999 ANDOYA                           -- NO  6911   1517   635  0
ARNOY    999999 ARNOY                            -- NO  7013   2058  1168  0
AUSTVAGO 999999 AUSTVAGOY                        -- NO  6832   1470  1161  0
AVEROYA  999999 AVEROYA                          -- NO  6303    755   751  0
BOMLO    999999 BOMLO                            -- NO  5975    563   473  0
BOUVET   999999 BOUVET                           -- NO -5443    340   780  0
BREMANGE 999999 BREMANGERLANDET                  -- NO  6185    503   681  0
ERTVAGOY 999999 ERTVAGOY                         -- NO  6322    843     0  0
FLAKSTAD 999999 FLAKSTADOYA                      -- NO  6808   1333     0  0
FROYA    999999 FROYA                            -- NO  6373    855    78  0
GRYTOY   999999 GRYTOY                           -- NO  6894   1646  1003  0
HADSELOY 999999 HADSELOYA                        -- NO  6854   1480   575  0
HINNO    999999 HINNO                            -- NO  6863   1575  1266  0
HITRA    999999 HITRA                            -- NO  6354    875   319  0
IBESTADO 999999 IBESTADOYA                       -- NO  6879   1702     0  0
KARMOY   999999 KARMOY                           -- NO   598    525   100  0
KVALOY   999999 KVALOY                           -- NO  6972   1851  1044  0
KVALOYA  999999 KVALOYA                          -- NO  7059   2388   624  0
LANGOYA  999999 LANGOYA                          -- NO  6879   1495   708  0
MAGEROYA 999999 MAGEROYA                         -- NO  7105   2575   458  0
MOSKENES 999999 MOSKENESOYA                      -- NO  6797   1302  1034  0
NORTH_KV 999999 NORTH_KVALOY                     -- NO  7019   1911   738  0
REINOY   999999 REINOY                           -- NO  6993   1967     0  0
RINGVASS 999999 RINGVASSOY                       -- NO  6994   1920   988  0
ROLVSOYA 999999 ROLVSOYAALOY                     -- NO  7098   2403     0  0
SEILAND  999999 SEILAND                          -- NO  7044   2325  1075  0
SENJA    999999 SENJA                            -- NO  6926   1745   995  0
SMOLA    999999 SMOLA                            -- NO  6340    802    67  0
SOROYA   999999 SOROYA                           -- NO  7066   2275   653  0
SOTRA    999999 SOTRA                            -- NO  6033      5   200  0
STORD    999999 STORD                            -- NO  5986    541   749  0
SULA     999999 SULA                             -- NO  6113    497    70  0
TJELDOYA 999999 TJELDOYA                         -- NO  6848   1629     0  0
TYSNESOY 999999 TYSNESOY                         -- NO  5998    550   728  0
VANNOY   999999 VANNOY                           -- NO  7017   1981  1033  0
VESTVAGO 999999 VESTVAGOYA                       -- NO  6820   1393   965  0
ORVO     999999 ORVO                             -- AZ  3971  -3110   777  0
FAYAL    999999 FAYAL                            -- AZ  3858  -2872  1045  0
FLORES   999999 FLORES                           -- AZ  3942  -3123   915  0
GRACIOSA 999999 GRACIOSA                         -- AZ  3905  -2800   402  0
PICO     999999 PICO                             -- AZ  3846  -2828  2351  0
SANTA_MA 999999 SANTA_MARIA                      -- AZ  3698  -2510   587  0
SAO_JORG 999999 SAO_JORGE                        -- AZ  3863  -2805  1053  0
SAO_MIGU 999999 SAO_MIGUEL                       -- AZ  3779  -2545  1105  0
TERCEIRA 999999 TERCEIRA                         -- AZ  3872  -2721  1021  0
MADEIRA  999999 MADEIRA                          -- PO  3275  -1697  1861  0
PORTO_SA 999999 PORTO_SANTO                      -- PO  3307  -1633    93  0
PRINCIPE 999999 PRINCIPE                         -- TP   160    740   948  0
SAO_TOME 999999 SAO_TOME                         -- TP   025    662  2024  0
ALEGRANZ 999999 ALEGRANZA                        -- CR  2939  -1352   289  0
FUERTEVE 999999 FUERTEVENTURA                    -- CR  2842  -1400   807  0
GOMERA   999999 GOMERA                           -- CR  2811  -1720  1487  0
GRACIOSA 999999 GRACIOSA                         -- CR  2925  -1352   266  0
GRAN_CAN 999999 GRAN_CANARIA                     -- CR  2795  -1562  1426  0
FERRO    999999 FERRO                            -- CR  2775  -1800  1500  0
LA_PALMA 999999 LA_PALMA                         -- CR  2868  -1785  2423  0
LANZAROT 999999 LANZAROTE                        -- CR  2904  -1362   670  0
LOBOS    999999 LOBOS                            -- CR  2875  -1380   122  0
TENERIFE 999999 TENERIFE                         -- CR  2825  -1658  3718  0
NEVIS    999999 NEVIS                            -- UK  1715  -6260     0  0
ST_KITTS 999999 ST_KITTS                         -- UK  1735  -6275  1156  0
TOBAGO   999999 TOBAGO                           -- TD  1125  -6065   576  0
TRINIDAD 999999 TRINIDAD                         -- TD  1040  -6130   940  0
ANGLESEY 999999 ANGLESEY                         -- UK  5330   -440   222  0
ARRAN    999999 ARRAN                            -- UK  5559   -524   874  0
FLANNAN_ 999999 FLANNAN_ISLANDS                  -- UK  5827   -758     0  0
GREAT_BR 999999 GREAT_BRITAIN                    -- UK  5500   -200  1333  0
HOY      999999 HOY                              -- UK  5883   -328   481  0
ISLAY    999999 ISLAY                            -- UK  5577   -623   491  0
JURA     999999 JURA                             -- UK  5598   -590   785  0
LEWIS    999999 LEWIS                            -- UK  5818   -670   799  0
ISLE_OF  999999 ISLE_OF                          -- UK  5423   -455   621  0
MULL     999999 MULL                             -- UK  5646   -595   966  0
NORTH_RO 999999 NORTH_RONA                       -- UK  5911   -583     0  0
NORTH_UI 999999 NORTH_UIST                       -- UK  5758   -730   345  0
ORKNEY   999999 ORKNEY                           -- UK  5903   -303   269  0
ROCKALL  999999 ROCKALL                          -- UK  5767  -1350     0  0
ROUSAY   999999 ROUSAY                           -- UK  5916   -303   250  0
RHUM     999999 RHUM                             -- UK  5700   -631   812  0
SCILLY   999999 SCILLY_ILES_OF                   -- UK  4992   -633     0  0
SHETLAND 999999 SHETLAND                         -- UK  6027   -135   450  0
SKYE_IS  999999 SKYE_ISLE_OF                     -- UK  5737   -625   993  0
RONALDSA 999999 RONALDSAY                        -- UK  5878   -296   118  0
SOUTH_UI 999999 SOUTH_UIST                       -- UK  5725   -730   620  0
ST_KILDA 999999 ST_KILDA                         -- UK  5782   -857     0  0
SULA_SGE 999999 SULA_SGEIR                       -- UK  5908   -615     0  0
UNST     999999 UNST                             -- UK  6075   -087   285  0
WIGHT    999999 WIGHT_ISLE_OF                    -- UK  5067   -131   395  0
YELL     999999 YELL                             -- UK  6062   -108   205  0
ASCENSIO 999999 ASCENSION                        -- UK  -795  -1437   859  0
ANEGADA  999999 ANEGADA                          -- UK  1875  -6433     0  0
BEEF     999999 BEEF                             -- UK  1845  -6452     0  0
COOPER   999999 COOPER                           -- UK  1838  -6450     0  0
GINGER   999999 GINGER                           -- UK  1838  -6447     0  0
GREAT_CA 999999 GREAT_CAMANOE                    -- UK  1848  -6453     0  0
GUANA    999999 GUANA                            -- UK  1848  -6457     0  0
JOST_VAN 999999 JOST_VAN_DYKE                    -- UK  1845  -6475     0  0
LITTLE_T 999999 LITTLE_TOBAGO                    -- UK  1843  -6485     0  0
NORMAN   999999 NORMAN                           -- UK  1835  -6465     0  0
PETER    999999 PETER                            -- UK  1837  -6463     0  0
SALT     999999 SALT                             -- UK  1837  -6452     0  0
SCRUB    999999 SCRUB                            -- UK  1847  -6450     0  0
GREAT_TO 999999 GREAT_TOBAGO                     -- UK  1845  -6480     0  0
TORTOLA  999999 TORTOLA                          -- UK  1845  -6462   521  0
VIRGIN_G 999999 VIRGIN_GORDA                     -- UK  1848  -6440     0  0
CAYMAN_B 999999 CAYMAN_BRAC                      -- UK  1973  -7980    44  0
GRAND_CA 999999 GRAND_CAYMAN                     -- UK  1932  -8125    21  0
LITTLE_C 999999 LITTLE_CAYMAN                    -- UK  1970  -8000    14  0
ALDERNEY 999999 ALDERNEY                         -- UK  4972   -220     0  0
GUERNSEY 999999 GUERNSEY                         -- UK  4945   -258     0  0
HERM     999999 HERM                             -- UK  4947   -245     0  0
JERSEY   999999 JERSEY                           -- UK  4922   -212     0  0
SARK     999999 SARK                             -- UK  4943   -237     0  0
BELLINGS 999999 BELLINGSHAUSEN                   -- UK -5942  -2708     0  0
BRISTOL  999999 BRISTOL                          -- UK -5900  -2650  1100  0
CANDLEMA 999999 CANDLEMAS                        -- UK -5708  -2675   550  0
COOK     999999 COOK                             -- UK -5943  -2717  1067  0
LESKOV   999999 LESKOV                           -- UK -5677  -2817     0  0
MONTAGU  999999 MONTAGU                          -- UK -5845  -2633  1375  0
SAUNDERS 999999 SAUNDERS                         -- UK -5780  -2647   990  0
SOUTHERN 999999 SOUTHERN_THULE                   -- UK -5943  -2718     0  0
VISOKOI  999999 VISOKOI                          -- UK -5672  -2725   915  0
ZAVODOVS 999999 ZAVODOVSKI                       -- UK -5628  -2767   490  0
MONTSERR 999999 MONTSERRAT                       -- UK  1675  -6212   915  0
ST_HELEN 999999 ST_HELENA                        -- UK -1595   -572   819  0
GOUGH    999999 GOUGH                            -- UK -4032   -994   910  0
INACCESS 999999 INACCESSIBLE                     -- UK -3719  -1244   600  0
NIGHTING 999999 NIGHTINGALE                      -- UK -3739  -1251   400  0
TRISTAN_ 999999 TRISTAN_DA_CUNHA                 -- UK -3712  -1229  2060  0
ADAK     999999 ADAK                             -- US  5180 -17667  1195  0
ADMIRALT 999999 ADMIRALTY                        -- US  5772 -13425  1477  0
AFOGINAK 999999 AFOGINAK                         -- US  5825 -15250   793  0
AGATTU   999999 AGATTU                           -- US  5243 -17360   634  0
AKUN     999999 AKUN                             -- US  5420 -16555   793  0
AKUTAN   999999 AKUTAN                           -- US  5417 -16600  4275  0
AMCHITKA 999999 AMCHITKA                         -- US  5147 -17906   373  0
AMLIA    999999 AMLIA                            -- US  5208 -17350   639  0
ANACAPA  999999 ANACAPA                          -- US  3400 -11937   279  0
ANNETTE  999999 ANNETTE                          -- US  5512 -13148  1095  0
ATKA     999999 ATKA                             -- US  5217 -17450  1532  0
ATTU     999999 ATTU                             -- US  5272 -17295   944  0
AUGUSTIN 999999 AUGUSTINE                        -- US  5935 -15342  1372  0
BAKER    999999 BAKER                            -- US  5538 -13355   696  0
BAKER    999999 BAKER                            -- US   020 -17647     8  0
BARANOF  999999 BARANOF                          -- US  5695 -13500  1634  0
CHICHAGO 999999 CHICHAGOF                        -- US  5784 -13567  1190  0
CHUGINAD 999999 CHUGINADAK                       -- US  5284 -16984  1730  0
DALL     999999 DALL                             -- US  5495 -13300   948  0
DEER     999999 DEER                             -- US  5472 -16232   628  0
DOLGOI   999999 DOLGOI                           -- US  5512 -16185     0  0
DUKE     999999 DUKE                             -- US  5495 -13134   542  0
ESTHER   999999 ESTHER                           -- US  6086 -14802   305  0
ETOLIN   999999 ETOLIN                           -- US  5615 -13236  1204  0
EVANS    999999 EVANS                            -- US  6008 -14802     0  0
FARALLON 999999 FARALLON_ISLANDS                 -- US  3767 -12300     0  0
GALVESTO 999999 GALVESTON                        -- US  2922  -9491     0  0
GRAVINA  999999 GRAVINA                          -- US  5530 -13175   832  0
GREAT_SI 999999 GREAT_SITKIN                     -- US  5206 -17608  1739  0
HAGEMEIS 999999 HAGEMEISTER                      -- US  5864 -16095   543  0
HAWAII   999999 HAWAII                           -- US  1950 -15550  4169  0
HAWKINS  999999 HAWKINS                          -- US  6052 -14600   565  0
HECETA   999999 HECETA                           -- US  5585 -13358   847  0
HINCHINB 999999 HINCHINBROOK                     -- US  6070 -14638   887  0
HOWLAND  999999 HOWLAND                          -- US   080 -17663     7  0
JARVIS   999999 JARVIS                           -- US  -038 -16003     8  0
JOHNSTON 999999 JOHNSTON                         -- US  1675 -16953     0  0
KAGALASK 999999 KAGALASKA                        -- US  5182 -17636   760  0
KAHOOLAW 999999 KAHOOLAWE                        -- US  2055 -15665   450  0
KANAGA   999999 KANAGA                           -- US  5178 -17728  1305  0
KAUAI    999999 KAUAI                            -- US  2250 -15950  1598  0
KAYAK    999999 KAYAK                            -- US  5992 -14443   494  0
KISKA    999999 KISKA                            -- US  5300 -17753  1219  0
KNIGHT   999999 KNIGHT                           -- US  6034 -14770   946  0
KODIAK   999999 KODIAK                           -- US  5733 -15367     0  0
KOROVIN  999999 KOROVIN                          -- US  5542 -16022   551  0
KOSCIUSK 999999 KOSCIUSKO                        -- US  5608 -13350   819  0
KRUZOF   999999 KRUZOF                           -- US  5717 -13575   975  0
KUIU     999999 KUIU                             -- US  5645 -13400  1081  0
KUPREANO 999999 KUPREANOF                        -- US  5675 -13336  1203  0
LANAI    999999 LANAI                            -- US  2085 -15695  1027  0
LATOUCHE 999999 LATOUCHE                         -- US  6001 -14775   686  0
LAYSAN   999999 LAYSAN                           -- US  2577 -17173    15  0
LITTLE_D 999999 LITTLE_DIOMEDE                   -- US  6578 -16900     0  0
LONG     999999 LONG                             -- US  5487 -13275   442  0
LONG     999999 LONG                             -- US  4083  -7300     0  0
LULU     999999 LULU                             -- US  5548 -13350   503  0
MANHATTE 999999 MANHATTEN                        -- US  4078  -7397     0  0
MARSH    999999 MARSH                            -- US  2955  -9187     0  0
MARTHAS  999999 MARTHAS_VINEYARD                 -- US  4140  -7063     0  0
MATAGORD 999999 MATAGORDA                        -- US  2822  -9664     0  0
MAUI     999999 MAUI                             -- US  2075 -15625  3052  0
MIDWAY   999999 MIDWAY                           -- US  2820 -17740     0  0
MITKOF   999999 MITKOF                           -- US  5665 -13284  1011  0
MOLOKAI  999999 MOLOKAI                          -- US  2115 -15700  1515  0
MONTAGUE 999999 MONTAGUE                         -- US  6008 -14736   913  0
NAGAI    999999 NAGAI                            -- US  5508 -16000   561  0
NAVASSA  999999 NAVASSA                          -- US  1840  -7503     0  0
NIHOA    999999 NIHOA                            -- US   237 -16192   277  0
NIIHAU   999999 NIIHAU                           -- US  2190 -16015   390  0
NOYES    999999 NOYES                            -- US  5550 -13367   777  0
NUNIVAK  999999 NUNIVAK                          -- US  6000 -16600   865  0
OAHU     999999 OAHU                             -- US  2150 -15795  1227  0
PADRE    999999 PADRE                            -- US  2700  -9763     0  0
PEARL_AN 999999 PEARL_AND_HERMES_REEF            -- US  2756 -17610     3  0
PINE     999999 PINE                             -- US  2653  -8212     0  0
POINT_AU 999999 POINT_AU_FER                     -- US  2928  -9183     0  0
POPOF    999999 POPOF                            -- US  5533 -16038     0  0
PRINCE_O 999999 PRINCE_OF_WALES                  -- US  5550 -13284  1217  0
RASPBERR 999999 RASPBERRY                        -- US  5806 -15308   747  0
REVILLAG 999999 REVILLAGIGEDO                    -- US  5558 -13132  1400  0
SAN_CLEM 999999 SAN_CLEMENTE                     -- US  3292 -11848   599  0
SAN_FERN 999999 SAN_FERNANDO                     -- US  5550 -13340     0  0
SAN_MIGU 999999 SAN_MIGUEL                       -- US  3403 -12037   262  0
SAN_NICH 999999 SAN_NICHOLAS                     -- US  3325 -11950   276  0
SANAK    999999 SANAK                            -- US  5445 -16267   530  0
SANTA_BA 999999 SANTA_BARBARA                    -- US  3348 -11903   191  0
SANTA_CA 999999 SANTA_CATALINA                   -- US  3339 -11843   648  0
SANTA_CR 999999 SANTA_CRUZ                       -- US  3400 -11974   753  0
SANTA_RO 999999 SANTA_ROSA                       -- US  3395 -12010   484  0
SEDANKA  999999 SEDANKA                          -- US  5379 -16620   649  0
SEGUAM   999999 SEGUAM                           -- US  5232 -17247  1051  0
SEMISOPO 999999 SEMISOPOCHNOI                    -- US  5196 -17913  1220  0
SHUYAK   999999 SHUYAK                           -- US  5854 -15248   201  0
SITKALID 999999 SITKALIDAK                       -- US  5716 -15316   552  0
SITKINAK 999999 SITKINAK                         -- US  5655 -15410   488  0
ST_GEORG 999999 ST_GEORGE                        -- US  5655 -16960     0  0
SAINT_LA 999999 SAINT_LAWRENCE                   -- US  6330 -16915   672  0
ST_MATTH 999999 ST_MATTHEW                       -- US  6045 -17270   459  0
ST_PAUL  999999 ST_PAUL                          -- US  5718 -17026     0  0
STATEN   999999 STATEN                           -- US  4058  -7417     0  0
STUART   999999 STUART                           -- US  6358 -16250   146  0
SUEMEZ   999999 SUEMEZ                           -- US  5525 -13334   654  0
SUKKWAN  999999 SUKKWAN                          -- US  5508 -13275   658  0
SUTWIK   999999 SUTWIK                           -- US  5655 -15715   294  0
TANAGA   999999 TANAGA                           -- US  5128 -17808  1804  0
TUGIDAK  999999 TUGIDAK                          -- US  5650 -15458     0  0
UGANIK   999999 UGANIK                           -- US  5786 -15335   152  0
UMNAK    999999 UMNAK                            -- US  5323 -16834  2162  0
UNALASKA 999999 UNALASKA                         -- US  5362 -16688  1140  0
UNGA     999999 UNGA                             -- US  5527 -16067   696  0
UNIMAK   999999 UNIMAK                           -- US  5482 -16400  2858  0
ENENKIO  999999 ENENKIO                          -- US  1930  16658     0  0
WRANGELL 999999 WRANGELL                         -- US  5648 -13215   991  0
YAKOBI   999999 YAKOBI                           -- US  5796 -13647   869  0
YUNASKA  999999 YUNASKA                          -- US  5265 -17070   950  0
ZAREMBO  999999 ZAREMBO                          -- US  5635 -13284   776  0
ST_CROIX 999999 ST_CROIX                         -- US  1775  -6475   355  0
ST_JOHN  999999 ST_JOHN                          -- US  1835  -6475   389  0
ST_THOMA 999999 ST_THOMAS                        -- US  1835  -6493   474  0
HANS_LOL 999999 HANS_LOLLIK                      -- US  1843  -6493     0  0
BIRD     999999 BIRD                             -- VN  1570  -6364     0  0
LA_BLANQ 999999 LA_BLANQUILLA                    -- VN  1183  -6461     0  0
COCHE    999999 COCHE                            -- VN  1076  -6396     0  0
CUBAGUA  999999 CUBAGUA                          -- VN  1075  -6423     0  0
LA_SOLA  999999 LA_SOLA                          -- VN  1131  -6363     0  0
LA_TORTU 999999 LA_TORTUGA                       -- VN  1090  -6530    49  0
LAS_AVES 999999 LAS_AVES                         -- VN  1195  -6766     0  0
LOS_FRAI 999999 LOS_FRAILES                      -- VN  1119  -6376     0  0
LOS_HERM 999999 LOS_HERMANES                     -- VN  1180  -6443     0  0
LOS_MONJ 999999 LOS_MONJES                       -- VN  1248  -7093     0  0
LOS_ROQU 999999 LOS_ROQUES                       -- VN  1180  -6672     0  0
LOS_TEST 999999 LOS_TESTIGOS                     -- VN  1138  -6309     0  0
MARGARIT 999999 MARGARITA                        -- VN  1095  -6415   900  0
LA_ORCHI 999999 LA_ORCHILA                       -- VN  1176  -6618     0  0
ST_LUCIA 999999 ST_LUCIA                         -- ZZ  1385  -6100   201  0
ANGUILLA 999999 ANGUILLA                         -- UK  1805  -6305    62  0
SOMBRERO 999999 SOMBRERO                         -- UK  1860  -6343     0  0
ANTIGUA  999999 ANTIGUA                          -- AT  1710  -6180   402  0
BARBUDA  999999 BARBUDA                          -- AT  1770  -6175    45  0
REDONDA  999999 REDONDA                          -- AT  1698  -6232     0  0
CANOUAN  999999 CANOUAN                          -- ZZ  1272  -6133     0  0
MUSTIQUE 999999 MUSTIQUE                         -- ZZ  1287  -6118     0  0
ST_VINCE 999999 ST_VINCENT                       -- ZZ  1325  -6120  1234  0
UNION    999999 UNION                            -- ZZ  1260  -6143     0  0
CULEBRA  999999 CULEBRA                          -- US  1833  -6533     0  0
DESECHEO 999999 DESECHEO                         -- US  1840  -6755     0  0
ISLA_MON 999999 ISLA_MONA                        -- US  1810  -6790     0  0
PUERTO_R 999999 PUERTO_RICO                      -- US  1820  -6645  1338  0
VIEQUES  999999 VIEQUES                          -- US  1813  -6540   301  0
NANTUCKE 999999 NANTUCKET                        -- US  4117  -7005     0  0
BLOCK_IS 999999 BLOCK_ISLAND                     -- US  4111  -7134     0  0
BIMINI   999999 BIMINI                           -- US  2545  -7914     0  0
DRY_TORT 999999 DRY_TORTUGAS                     -- US  2458  -8211     0  0 
AMBERGRI 999999 AMBERGRIS_CAYS                   -- UK  2125  -7165     0  0
EAST_CAI 999999 EAST_CAICOS                      -- UK  2169  -7151     0  0
GRAND_CA 999999 GRAND_CAICOS                     -- UK  2180  -7175    75  0
GRAND_TU 999999 GRAND_TURK                       -- UK  2150  -7112     0  0
NORTH_CA 999999 NORTH_CAICOS                     -- UK  2190  -7192     0  0
PROVIDEN 999999 PROVIDENCIALES                   -- UK  2179  -7220    34  0
SALT_CAY 999999 SALT_CAY                         -- UK  2135  -7118     0  0
SOUTH_CA 999999 SOUTH_CAICOS                     -- UK  2152  -7150     0  0
WEST_CAI 999999 WEST_CAICOS                      -- UK  2165  -7248     0  0
