!
!  Station table for nwx bulletins
!
!  See the MASTER.TBL for data categories that use this table.
!
!
! Log:
! D.W.Plummer/NCEP	 4/97	Re-sort table by second column
! S. Jacobs/NCEP	 4/98	Added CWAO for Canadian Volcano Bulletins
! G. Grosshans/SPC	 7/98	Added TSA, new ID for WFO Tulsa, OK
! G. Krueger/EAI	11/98	Added and updated numerous stations.
! G. Krueger/EAI	12/98	Added stations related to Winter Weather
! G. Krueger/EAI	 2/99	Added KFGF (Grand Forks, ND)
! G. Krueger/EAI	 2/99	Updated KMEG, KDMX, KHGX, KPHI, KTSA, KTWC
! G. Krueger/EAI	 2/99	Removed KHVR (not among our products).
! G. Krueger/EAI	11/99	SPC contribs to CWYC,CWXE,CWEG,CWWG,KBIL,KBYZ
! M. Li/GSC		07/00	Added PHFO
! A. Hardy/NCEP		 1/05	Added KNEC and KNES
! J. Lewis/AWC		 4/05	Added KKCI,PAWU
! D. Kidwell/NCEP	11/05	Changed KFCA to KGPI
!
! The format for the file is given below, with the number of
! characters in parentheses.
!
!BULL  KSTN     NAME                             ST CO   LAT    LON  ELEV
!(6)   (8)      (32)                            (2)(2)   (5)    (6)   (5)
!
72202  KMIA     MIAMI_INTL_AIRP                  FL US   2582   -8028      4
99999  KMKC     KANSAS_CITY_MUNI__&              MO US   3912   -9460    231
72640  KMKE     MILWAUKEE/MITCH                  WI US   4295   -8790    211
72636  KMKG     MUSKEGON                         MI US   4317   -8625    193
91186  KMKK     MOLOKAI_(AMOS)                   HI US   2115  -15710    137
99999  KMKX     MILWAUKEE,_GEN_MITCHELL_INT_AIRP WI US   4295   -8790    220
72204  KMLB     MELBOURNE_REGIO                  FL US   2810   -8065     11
72544  KMLI     MOLINE/QUAD_CIT                  IL US   4145   -9052    181
74230  KMLS     MILES_CITY                       MT US   4643  -10587    801
74460  KMMO     MARSEILLES_(AMO                  IL US   4137   -8868    225
72223  KMOB     MOBILE/BATES_FI                  AL US   3068   -8825     67
72649  KMPX     CHANHASSEN                       MN US   4485   -9357    287
72743  KMQT     MARQUETTE_CO._A                  MI US   4653   -8755    434
72264  KMRF     MARFA_MUNI_(AMO                  TX US   3037  -10402   1481
99999  KMRX     KNOXVILLE/MORRISTOWN_NEXRAD      TN US   3617   -8340    437
72641  KMSN     MADISON/DANE_RG                  WI US   4313   -8933    264
72773  KMSO     MISSOULA/BELL_F                  MT US   4692  -11408    972
72658  KMSP     MINNEAPOLIS-ST                   MN US   4488   -9322    255
72231  KMSY     NEW_ORLEANS/MOI                  LA US   2998   -9025      9
72494  KMTR     SAN_FRANCISCO_I                  CA US   3761  -12238      5
72613  KMWN     MOUNT_WASHINGTO                  NH US   4427   -7130   1910
72289  KMWS     MOUNT_WILSON                     CA US   3422  -11807   1739
72293  KMYF     SAN_DIEGO/MONTG                  CA US   3282  -11713    124
74791  KMYR     MYRTLE_BEACH_AF                  SC US   3368   -7893      8
99999  KNBC     BEAUFORT_MCAS                    SC US   3247   -8072     12
72409  KNEL     LAKEHURST_NAS                    NJ US   4003   -7434     31
99999  KNEC     NATL_EARTHQUAKE_CNTR_GOLDEN      CO US   3975  -10522   5675
99999  KNES     NESDIS                           MD US   3882   -7687     86
99999  KNEW     NEW_ORLEANS/LAKEFRO              LA US   3005   -9003      3
74506  KNGZ     ALAMEDA_NAS/NIM                  CA US   3778  -12232      4
72404  KNHK     PATUXENT_RIVER                   MD US   3828   -7640     12
74392  KNHZ     BRUNSWICK_NAS                    ME US   4388   -6993     23
74612  KNID     CHINA_LAKE_(NAF                  CA US   3568  -11768    696
72281  KNJK     EL_CENTRO_NAF                    CA US   3282  -11568     13
72309  KNKT     CHERRY_POINT_MC                  NC US   3490   -7688      9
72293  KNKX     MIRAMAR_NAS                      CA US   3285  -11712    128
74702  KNLC     LEMOORE_NAS/REE                  CA US   3633  -11995     72
72291  KNSI     SAN_NICOLAS_ISL                  CA US   3322  -11945    154
72391  KNTD     POINT_MAGU                       CA US   3411  -11912      4
69016  KNTK     TUSTIN_MCAS                      CA US   3370  -11783     17
74509  KNUQ     MOFFETT_NAS/MTN                  CA US   3742  -12205     12
69023  KNUW     WHIDBEY_ISLAND                   WA US   4835  -12265     14
69015  KNXP     TWENTYNINE_PALM                  CA US   3429  -11617    626
99999  KNYC     NEW_YORK_CITY                    NY US   4077   -7398     27
69014  KNZJ     EL_TORO_MCAS                     CA US   3367  -11773    117
72493  KOAK      OAKLAND                         CA US   3772  -12222      3
69007  KOAR     FORT_ORD/FRITZS                  CA US   3668  -12177     41
72558  KOAX     VALLEY                           NE US   4132   -9637    350
72554  KOFF     OMAHA/OFFUTT_AF                  NE US   4112   -9592    319
72556  KOFK     NORFOLK/STEFAN                   NE US   4198   -9743    473
72575  KOGD     OGDEN-HINCKLEY                   UT US   4120  -11202   1362
91190  KOGG     KAHULUI_ARPT/MA                  HI US   2090  -15643     20
99999  KOHX     NASHVILLE_NEXRAD                 TN US   3675   -8657    206
72353  KOKC     OKLAHOMA_CITY(A                  OK US   3540   -9760    397
72501  KOKX     BROOKHAVEN                       NY US   4087   -7286     20
70063  KOLI     OLIKTOK_(DEW)                    AK US   7050  -14988      5
72792  KOLM     OLYMPIA                          WA US   4697  -12290     61
72550  KOMA     OMAHA/EPPLEY_FI                  NE US   4130   -9590    299
70200  KOME     NOME                             AK US   6450  -16543      7
72362  KONM     SOCORRO_MUNICIP                  NM US   3402  -10690   1478
72695  KONP     NEWPORT_MUNICIP                  OR US   4458  -12405     48
72530  KORD     CHICAGO/O'HARE                   IL US   4198   -8790    205
72308  KORF     NORFOLK_INTL_AR                  VA US   3690   -7620      9
99999  KORH     WORCESTER_(AMOS)                 MA US   4227   -7188    308
70291  KORT     NORTHWAY                         AK US   6297  -14193    525
72786  KOTX     SPOKANE                          WA US   4770  -11760    728
70133  KOTZ     KOTZEBUE/RALPH                   AK US   6687  -16263      5
72357  KOUN     NORMAN                           OK US   3522   -9747    362
72553  KOVN     NORTH_OMAHA                      NE US   4137   -9602    406
72330  KP02     POPLAR_BLUFF(AM                  MO US   3677   -9047    146
74730  KP07     SANDERSON_(RAMO                  TX US   3017  -10242    865
72758  KP11     DEVILS_LAKE_(AM                  ND US   4810   -9887    443
72765  KP24     ROSEGLEN_(AMOS)                  ND US   4775  -10183    624
72452  KP28     MEDICINE_LODGE                   KS US   3729   -9858    468
72540  KP35     SPICKARD_(AMOS)                  MO US   4025   -9372    270
72487  KP38     CALIENTE_(AMOS)                  NV US   3761  -11452   1335
72750  KP39     PEQUOT_LAKE_(AM                  MN US   4660   -9432    390
72435  KPAH     PADUCAH                          KY US   3707   -8877    125
74775  KPAM     PANAMA_CTY/TYND                  FL US   3007   -8558      5
70274  KPAQ     PALMER_MUNICIPA                  AK US   6160  -14908     71
72203  KPBI     WEST_PALM_BEACH                  FL US   2668   -8012      6
99999  KPBZ     PITTSBURGH                       PA US   4050   -8021    367
72688  KPDT     PENDLETON_MUNIC                  OR US   4568  -11885    456
72698  KPDX     PORTLAND_INTL_A                  OR US   4559  -12260      8
72371  KPGA     PAGE_MUNI_(AMOS                  AZ US   3693  -11145   1304
72341  KPGO     PAGE_MTN_(AWOS)                  OK US   3468   -9462    883
72408  KPHI     PHILADELPHIA/MOUNT_HOLLY_NJ      PA US   4001   -7482     52
72408  KPHL     PHILADELPHIA_IN                  PA US   3988   -7525      9
72278  KPHX     PHOENIX/SKY_HAR                  AZ US   3343  -11202    337
72532  KPIA     PEORIA                           IL US   4067   -8968    202
72578  KPIH     POCATELLO_MUNIC                  ID US   4292  -11260   1365
72520  KPIT     PITTSBURGH                       PA US   4050   -8022    373
70121  KPIZ     POINT_LAY_(DEW)                  AK US   6981  -16291      6
72741  KPKF     PARK_FALLS_MUNI                  WI US   4593   -9045    469
72382  KPMD     PALMDALE_PRODUC                  CA US   3463  -11808    774
99999  KPNS     PENSACOLA_REGIONAL&              FL US   3047   -8718     37
72303  KPOB     POPE_AFB                         NC US   3517   -7902     66
72239  KPOE     FORT_POLK_(ARMY                  LA US   3105   -9303    100
72713  KPQI     PRESQUE_ISLE_(A                  ME US   4668   -6805    146
99999  KPQR     PORTLAND_INTL_A                  OR US   4552  -12267     12 
70386  KPSG     PETERSBURG                       AK US   5682  -13297      0
72278  KPSR     PHOENIX/SKY_HAR                  AZ US   3343  -11202    337
70333  KPTH     PORT_HEIDEN_(AM                  AK US   5695  -15862     29
70249  KPTI     PUNTILLA_(LAKE)                  AK US   6210  -15275    560
72464  KPUB     PUEBLO_MEMORIAL                  CO US   3828  -10452   1439
72470  KPUC     PRICE/CARBON(RA                  UT US   3961  -11075   1799
72507  KPVD     PROVIDENCE/GREE                  RI US   4173   -7143     19
72606  KPWM     PORTLAND_INTL_J                  ME US   4365   -7031     19
72306  KRAH     RALEIGH-DURHAM                   NC US   3586   -7878    134
72662  KRAP     RAPID_CITY_REGI                  SD US   4405  -10307    966
72591  KRBL     RED_BLUFF_MUNIC                  CA US   4015  -12225    108
72592  KRDD     REDDING_MUNICIP                  CA US   4050  -12230    153
99999  KRDM     REDMOND_(AWOS)                   OR US   4425  -12115    938
72306  KRDU     RALEIGH-DURHAM                   NC US   3586   -7878    134
72489  KREV     RENO                             NV US   3957  -11979   1515
72543  KRFD     ROCKFORD                         IL US   4220   -8910    226
72401  KRIC     RICHMOND/BYRD_F                  VA US   3750   -7733     54
72286  KRIV     RIVERSIDE/MARCH                  CA US   3388  -11727    469
72672  KRIW     RIVERTON_REGIONAL_AIRPORT        WY US   4306  -10845   1684
72414  KRLX     CHARLESTON/KANA                  WV US   3836   -8159    299
72320  KRMG     ROME/RUSSELL(RA                  GA US   3435   -8517    196
72318  KRNK     BLACKSBURG                       VA US   3721   -8041    648
72488  KRNO     RENO/CANNON_INT                  NV US   3950  -11978   1341
72411  KROA     ROANOKE_MUNICIP                  VA US   3732   -7997    358
72529  KROC     ROCHESTER/MONRO                  NY US   4312   -7767    169
72268  KROW     ROSWELL/INDUSTR                  NM US   3329  -10453   1118
72644  KRST     ROCHESTER_MUNIC                  MN US   4392   -9250    402
72618  KRUM     RUMFORD                          ME US   4453   -7053    205
72483  KSAC     SACRAMENTO/EXEC                  CA US   3852  -12150      8
72290  KSAN     SAN_DIEGO/LINDB                  CA US   3272  -11717      9
72253  KSAT     SAN_ANTONIO_INT                  TX US   2953   -9847    242
72207  KSAV     SAVANNAH_MUNICI                  GA US   3213   -8120     15
72535  KSBN     SOUTH_BEND/ST.                   IN US   4170   -8632    236
72492  KSCK     STOCKTON_METRO                   CA US   3790  -12125      8
72383  KSDB     SANDBERG_(AUTOB                  CA US   3475  -11873   1379
72423  KSDF     LOUISVILLE/STAN                  KY US   3818   -8573    149
72793  KSEA     SEATTLE-TACOMA                   WA US   4745  -12230    137
72260  KSEP     STEPHENVILLE                     TX US   3222   -9818    402
72793  KSEW     SEATTLE-TACOMA                   WA US   4745  -12230    137
72494  KSFO     SAN_FRANCISCO_I                  CA US   3761  -12238      5
72440  KSGF     SPRINGFIELD/MUNI                 MO US   3723   -9338    387
72290  KSGX     SAN_DIEGO/LINDB                  CA US   3272  -11717      9
70362  KSGY     SKAGWAY                          AK US   5947  -13530      5
72666  KSHR     SHERIDAN_CO._AR                  WY US   4477  -10697   1209
72248  KSHV     SHREVEPORT                       LA US   3247   -9384     84
72233  KSIL     SLIDELL                          LA US   3025   -8977      3
70371  KSIT     SITKA/JAPONSKI                   AK US   5707  -13535     20
74505  KSJC     SAN_JOSE_INTL_A                  CA US   3736  -12193     17
72263  KSJT     SAN_ANGELO/MATH                  TX US   3137  -10050    582
99999  KSJU     LUIS_MUNOZ_MARIN                 PU PU   1845   -6600      3
70255  KSKW     SKWENTNA                         AK US   6197  -15118     45
72572  KSLC     SALT_LAKE_CITY                   UT US   4078  -11197   1288
72694  KSLE     SALEM/MCNARY                     OR US   4492  -12300     61
72433  KSLO     SALEM-LECKRONE                   IL US   3865   -8897    177
72394  KSMX     SANTA_MARIA_PUB                  CA US   3490  -12045     73
70308  KSNP     SAINT_PAUL_ISLA                  AK US   5715  -17022      9
72561  KSNY     SIDNEY_MUNI_(AM                  NE US   4110  -10298   1312
72439  KSPI     SPRINGFIELD/CAP                  IL US   3985   -8967    187
72351  KSPS     WICHITA_FALLS/S                  TX US   3397   -9850    314
74790  KSSC     SHAW_AFB/SUMTER                  SC US   3397   -8047     74
72734  KSSM     SAULT_STE_MARIE                  MI US   4647   -8437    221
72655  KSTC     ST_CLOUD/WHITNE                  MN US   4555   -9407    312
72449  KSTJ     ST_JOSEPH/ROSEC                  MO US   3977   -9492    249
72434  KSTL     ST._LOUIS/LAMBERT                MO US   3875   -9037    172
72483  KSTO     SACRAMENTO/EXEC                  CA US   3852  -12150      8
74516  KSUU     FAIRFIELD/TRAVI                  CA US   3827  -12193     19
72557  KSUX     SIOUX_CITY_MUNI                  IA US   4240   -9638    336
72272  KSVC     SILVER_CITY/GRA                  NM US   3263  -10815   1659
72519  KSYR     SYRACUSE/HANCOC                  NY US   4312   -7612    124
99999  KTAE     TALLAHASSEE                      FL US   3045   -8430     53
70178  KTAL     TANANA/CALHOUN                   AK US   6517  -15210     67
72210  KTBW     TAMPA_BAY_AREA                   FL US   2770   -8240     13
74206  KTCM     TACOMA/MC_CHORD                  WA US   4713  -12248     98
72271  KTCS     TRUTH_OR_CONSEQ                  NM US   3322  -10727   1481
72776  KTFX     GREAT_FALLS                      MT US   4746  -11138   1130
72354  KTIK     TINKER_AFB                       OK US   3542   -9738    394
70251  KTKA     TALKEETNA                        AK US   6230  -15010    109
72214  KTLH     TALLAHASSEE                      FL US   3040   -8435     18
72536  KTOL     TOLEDO_EXPRESS                   OH US   4160   -8380    211
72456  KTOP     TOPEKA/BILLARD                   KS US   3907   -9562    270
72211  KTPA     TAMPA_INTL_AIRP                  FL US   2797   -8253      3
99999  KTRI     BRISTOL/TRI-CITY__&              TN US   3648   -8240    463
72356  KTSA     TULSA                            OK US   3615   -9586    186
72356  KTUL     TULSA_INTL_ARPT                  OK US   3620   -9590    206
72332  KTUP     TUPELO/C.D._LEM                  MS US   3427   -8877    110
72274  KTUS     TUCSON                           AZ US   3211  -11093    779
72274  KTWC     TUCSON                           AZ US   3223  -11096    720
72326  KTYS     KNOXVILLE_MUNIC                  TN US   3582   -8398    299
74420  KU67     ROOSEVELT                        UT US   4029  -10998   1556
72797  KUIL     QUILLAYUTE_STAT                  WA US   4795  -12455     62
72349  KUMN     MONETT                           MO US   3688   -9390    437
70162  KUMT     UMIAT                            AK US   6937  -15213     85
70207  KUNK     UNALAKLEET_(AWO                  AK US   6388  -16080      6
72662  KUNR     RAPID_CITY_REGIONAL_AIRPORT      SD US   4405  -10305    976
74781  KVAD     VALDOSTA/MOODY                   GA US   3097   -8320     71
72393  KVBG     VANDENBERG_AFB                   CA US   3472  -12058    112
72255  KVCT     VICTORIA_REGION                  TX US   2885   -9692     36
72386  KVEF     LAS_VEGAS/MCCAR                  NV US   3608  -11517    664
72221  KVPS     EGLIN_AFB/VALPA                  FL US   3048   -8653     26
99999  KVQN     VOLENS                           VA US   3695   -7898    185
72567  KVTN     VALENTINE_(AMOS                  NE US   4287  -10055    792
70275  KVWS     VALDEZ                           AK US   6113  -14635     10
72402  KWAL     WALLOPS_ISLAND                   VA US   3785   -7548      3
99999  KWBC     WASHINGTON/DULLES                VA US   3895   -7745     98
72583  KWMC     WINNEMUCCA_MUNI                  NV US   4090  -11780   1315
99999  KWNO     WASHINGTON/DULLES                VA US   3895   -7745     98
70387  KWRG     WRANGELL                         AK US   5648  -13237     13
74794  KXMR     CAPE_CANAVERAL                   FL US   2847   -8055      3
72734  KY62     SAULT_STE_MARIE                  MI US   4647   -8437    221
70361  KYAK     YAKUTAT                          AK US   5952  -13966      9
72781  KYKM     YAKIMA_AIR_TERM                  WA US   4657  -12053    325
72525  KYNG     YOUNGSTOWN_MUNI                  OH US   4127   -8067    361
99999  KYUM     YUMA_INTL_AIRPORT                AZ US   3265  -11460     63
99999  MNMG     MANAGUA/AUGUSTO_CES              NK NK   1215   -8617     50
99999  MROC     SAN_JOSE/SANTAMARIA              CS CS   1000   -8422    931
99999  MYNN     NASSAU_INTL_AIRPORT              BA BA   2505   -7747      7
99999  MZBZ     BELIZE_INTL_AIRPORT              BH BH   1753   -8830      5
99999  PABE     BETHEL                           AK US   6078  -16180     46
70266  PABG     FT_GREELY/ALLEN                  AK US   6397  -14569    398
99999  PABR     BARROW                           AK US   7130  -15678      4
99999  PACD     COLD_BAY                         AK US   5520  -16272     30
70212  PACZ     CAPE_ROMANZOFF                   AK US   6178  -16603    146
99999  PADQ     KODIAK                           AK US   5775  -15250     34
70272  PAED     ANCHORAGE/ELMEN                  AK US   6125  -14980     65
70305  PAEH     CAPE_NEWENHAM(A                  AK US   5865  -16207    165
70265  PAEI     FAIRBANKS/EIELS                  AK US   6467  -14710    167
99999  PAFA     FAIRBANKS_INTL_ARPT              AK US   6482  -14785    132
70270  PAFR     FT_RICHARDSON/B                  AK US   6127  -14965    115
70222  PAGA     GALENA_AIRPORT                   AK US   6473  -15693     46
70173  PAIM     INDIAN_MTN_AFS                   AK US   6600  -15369    389
99999  PAJN     JUNEAU_INTL_ARPT                 AK US   5835  -13458      5
70326  PAKN     KING_SALMON                      AK US   5868  -15665     15
70104  PALU     CAPE_LISBURNE(A                  AK US   6888  -16613      3
99999  PAMC     MCGRATH                          AK US   6297  -15562    103
99999  PANC     ANCHORAGE_INTL_ARPT              AK US   6118  -15000     44
99999  PANT     ANNETTE                          AK US   5503  -13157     34
99999  PAOM     NOME                             AK US   6452  -16545     11
99999  PAOT     KOTZEBUE                         AK US   6688  -16260      3
99999  PASN     ST_PAUL                          AK US   5715  -17022      9
70235  PASV     SPARREVOHN_(AWO                  AK US   6110  -15558    484
70414  PASY     SHEMYA_AFB                       AK US   5272   17412     30
70117  PATC     TIN_CITY_AFS_(A                  AK US   6556  -16792     83
99999  PAWU     ANCHORAGE/ALASKA_AVIATION_WX_UNI AK US   6118  -15000     44
99999  PAVD     VALDEZ                           AK US   6113  -14625     37
99999  PAYA     YAKUTAT                          AK US   5952  -13967      9
99999  PHFO     HONOLULU/UNIV_OF_HI-MANOA_CAMPUS HI US   2130  -15782     20
91170  PHHI     WHEELER_AFB/OAH                  HI US   2148  -15803    256
99999  PHLI     LIHUE/KAUAI_ISLAND               HI US   2198  -15933     45
91178  PHNA     OAHU/BARBERS_PT                  HI US   2132  -15807     15
91176  PHNG     KANEOHE_MCAS/OA                  HI US   2145  -15777      3
99999  PHNL     HONOLULU_INTL/OAHU               HI US   2132  -15792      4
99999  PHFO     HONOLULU/UNIV_OF_HI-MANOA_CAMPUS HI US   2190  -15842     20
99999  PHOG     KAHULUI_ARPT/MAUI                HI US   2090  -15645     16
99999  PHTO     HILO/GEN._LYMAN_FLD              HI US   1972  -15505     12
91066  PMDY     MIDWAY_ISLAND_N                  HI US   2822  -17737      9
99999  TAPA     COOLIDGE_AIRPORT                 AT AT   1712   -6178     14
99999  TBPB     GRANTLEY_ADAMS_INTL              BR BR   1307   -5948     56
99999  TFFR     LE_RAIZET/GUADELOUP              MF MF   1627   -6152      8
99999  TJSJ     SAN_JUAN_INTL_ARPT               PU PU   1843   -6600     19
99999  TTPP     PIARCO_INTL_AIRPORT              TD TD   1062   -6135     15
