B00000 SWS                               6189 -15593   2
<AREA>SWS<NAT_CODE>AK09<GACC>Alaska
2664                 63.675   60.360 -152.079 -160.200   62.799 -152.081
   56.312 -158.295   56.309 -158.296   56.310 -158.300   56.285 -158.337
   56.284 -158.339   56.282 -158.342   56.281 -158.342   56.278 -158.347
   56.272 -158.340   56.284 -158.324   56.285 -158.321   56.288 -158.316
   56.292 -158.308   56.295 -158.303   56.297 -158.302   56.299 -158.300
   56.300 -158.297   56.301 -158.294   56.302 -158.291   56.304 -158.290
   56.304 -158.290   56.304 -158.290   56.306 -158.290   56.308 -158.288
   56.308 -158.288   56.305 -158.283   56.304 -158.283   56.304 -158.282
   56.302 -158.279   56.304 -158.272   56.304 -158.269   56.305 -158.261
   56.305 -158.256   56.304 -158.252   56.303 -158.250   56.301 -158.249
   56.299 -158.249   56.297 -158.248   56.295 -158.246   56.294 -158.242
   56.293 -158.240   56.293 -158.236   56.293 -158.232   56.293 -158.226
   56.293 -158.224   56.292 -158.220   56.292 -158.215   56.292 -158.209
   56.292 -158.203   56.290 -158.201   56.287 -158.199   56.285 -158.198
   56.281 -158.211   56.276 -158.211   56.275 -158.211   56.274 -158.211
   56.273 -158.219   56.267 -158.219   56.265 -158.237   56.260 -158.240
   56.261 -158.251   56.252 -158.258   56.249 -158.284   56.236 -158.315
   56.230 -158.350   56.235 -158.362   56.236 -158.363   56.237 -158.365
   56.237 -158.366   56.239 -158.370   56.242 -158.408   56.238 -158.410
   56.235 -158.398   56.234 -158.396   56.233 -158.394   56.231 -158.388
   56.231 -158.385   56.230 -158.383   56.229 -158.380   56.225 -158.379
   56.215 -158.391   56.201 -158.400   56.202 -158.399   56.201 -158.399
   56.200 -158.395   56.201 -158.390   56.203 -158.387   56.205 -158.385
   56.206 -158.383   56.210 -158.378   56.213 -158.375   56.215 -158.371
   56.217 -158.367   56.218 -158.364   56.219 -158.359   56.219 -158.356
   56.219 -158.349   56.219 -158.349   56.217 -158.341   56.215 -158.338
   56.213 -158.335   56.211 -158.331   56.211 -158.326   56.211 -158.320
   56.212 -158.315   56.211 -158.299   56.208 -158.299   56.206 -158.299
   56.204 -158.300   56.192 -158.315   56.191 -158.315   56.189 -158.319
   56.183 -158.339   56.181 -158.339   56.181 -158.339   56.180 -158.339
   56.178 -158.338   56.177 -158.336   56.177 -158.332   56.177 -158.329
   56.178 -158.326   56.181 -158.300   56.182 -158.298   56.182 -158.297
   56.183 -158.293   56.184 -158.290   56.187 -158.285   56.189 -158.281
   56.190 -158.276   56.191 -158.271   56.192 -158.267   56.192 -158.264
   56.195 -158.259   56.195 -158.257   56.197 -158.252   56.200 -158.245
   56.202 -158.240   56.204 -158.237   56.205 -158.232   56.206 -158.229
   56.207 -158.224   56.211 -158.217   56.217 -158.206   56.223 -158.196
   56.227 -158.192   56.234 -158.182   56.234 -158.179   56.236 -158.174
   56.235 -158.168   56.236 -158.167   56.235 -158.164   56.236 -158.162
   56.236 -158.162   56.236 -158.160   56.240 -158.140   56.240 -158.138
   56.241 -158.129   56.241 -158.121   56.240 -158.119   56.240 -158.119
   56.239 -158.118   56.231 -158.144   56.230 -158.145   56.229 -158.149
   56.227 -158.156   56.225 -158.161   56.224 -158.162   56.222 -158.162
   56.221 -158.161   56.220 -158.161   56.217 -158.161   56.216 -158.152
   56.216 -158.152   56.214 -158.152   56.212 -158.157   56.215 -158.171
   56.213 -158.177   56.210 -158.181   56.209 -158.183   56.208 -158.184
   56.207 -158.185   56.205 -158.186   56.199 -158.187   56.198 -158.187
   56.194 -158.189   56.192 -158.191   56.191 -158.194   56.190 -158.197
   56.189 -158.200   56.192 -158.216   56.185 -158.235   56.185 -158.237
   56.185 -158.238   56.185 -158.240   56.184 -158.243   56.184 -158.254
   56.178 -158.260   56.177 -158.257   56.177 -158.257   56.175 -158.256
   56.174 -158.253   56.173 -158.250   56.172 -158.248   56.171 -158.249
   56.169 -158.251   56.169 -158.252   56.167 -158.257   56.166 -158.264
   56.166 -158.266   56.166 -158.268   56.169 -158.270   56.170 -158.273
   56.170 -158.275   56.170 -158.279   56.170 -158.280   56.171 -158.281
   56.163 -158.313   56.163 -158.314   56.163 -158.314   56.162 -158.315
   56.157 -158.325   56.157 -158.325   56.157 -158.328   56.159 -158.335
   56.155 -158.346   56.154 -158.346   56.152 -158.350   56.151 -158.351
   56.149 -158.349   56.148 -158.347   56.146 -158.345   56.145 -158.343
   56.142 -158.341   56.138 -158.341   56.136 -158.341   56.134 -158.340
   56.125 -158.348   56.125 -158.349   56.126 -158.355   56.128 -158.359
   56.130 -158.362   56.131 -158.365   56.132 -158.370   56.133 -158.375
   56.134 -158.376   56.135 -158.378   56.136 -158.377   56.138 -158.378
   56.140 -158.378   56.142 -158.377   56.144 -158.378   56.146 -158.380
   56.153 -158.381   56.156 -158.376   56.168 -158.375   56.188 -158.380
   56.191 -158.380   56.189 -158.382   56.188 -158.383   56.189 -158.383
   56.190 -158.387   56.188 -158.392   56.187 -158.393   56.183 -158.394
   56.180 -158.394   56.179 -158.395   56.174 -158.400   56.172 -158.403
   56.170 -158.405   56.168 -158.406   56.167 -158.406   56.165 -158.406
   56.164 -158.403   56.164 -158.401   56.164 -158.400   56.164 -158.399
   56.164 -158.398   56.162 -158.401   56.161 -158.403   56.159 -158.405
   56.157 -158.407   56.154 -158.409   56.151 -158.409   56.148 -158.411
   56.146 -158.412   56.144 -158.413   56.140 -158.411   56.137 -158.410
   56.134 -158.407   56.133 -158.406   56.127 -158.405   56.128 -158.406
   56.129 -158.409   56.133 -158.412   56.140 -158.435   56.139 -158.438
   56.139 -158.439   56.139 -158.443   56.137 -158.447   56.135 -158.450
   56.134 -158.453   56.133 -158.457   56.131 -158.455   56.130 -158.453
   56.130 -158.448   56.130 -158.443   56.130 -158.440   56.129 -158.434
   56.132 -158.437   56.133 -158.438   56.131 -158.430   56.111 -158.415
   56.107 -158.407   56.106 -158.406   56.103 -158.404   56.101 -158.403
   56.101 -158.401   56.089 -158.393   56.087 -158.394   56.086 -158.394
   56.084 -158.395   56.082 -158.394   56.067 -158.397   56.063 -158.402
   56.065 -158.406   56.066 -158.409   56.067 -158.415   56.068 -158.420
   56.070 -158.424   56.071 -158.425   56.073 -158.426   56.077 -158.424
   56.078 -158.424   56.079 -158.422   56.080 -158.423   56.082 -158.422
   56.085 -158.434   56.086 -158.434   56.090 -158.434   56.091 -158.436
   56.091 -158.436   56.095 -158.440   56.096 -158.441   56.097 -158.441
   56.098 -158.439   56.099 -158.438   56.101 -158.438   56.103 -158.435
   56.104 -158.440   56.105 -158.441   56.107 -158.441   56.109 -158.442
   56.111 -158.441   56.114 -158.443   56.116 -158.444   56.117 -158.447
   56.117 -158.448   56.117 -158.448   56.117 -158.454   56.113 -158.454
   56.109 -158.456   56.108 -158.456   56.105 -158.464   56.107 -158.476
   56.110 -158.479   56.111 -158.481   56.115 -158.484   56.114 -158.491
   56.112 -158.491   56.111 -158.491   56.111 -158.491   56.102 -158.491
   56.102 -158.491   56.098 -158.499   56.095 -158.500   56.095 -158.501
   56.094 -158.500   56.093 -158.501   56.093 -158.500   56.093 -158.499
   56.093 -158.495   56.093 -158.494   56.093 -158.481   56.092 -158.479
   56.090 -158.476   56.088 -158.477   56.086 -158.476   56.085 -158.475
   56.083 -158.470   56.082 -158.468   56.079 -158.464   56.071 -158.462
   56.068 -158.462   56.064 -158.475   56.054 -158.487   56.054 -158.487
   56.051 -158.491   56.050 -158.492   56.049 -158.492   56.048 -158.493
   56.048 -158.492   56.048 -158.492   56.048 -158.489   56.048 -158.486
   56.047 -158.484   56.046 -158.483   56.044 -158.479   56.042 -158.478
   56.039 -158.476   56.037 -158.471   56.036 -158.468   56.027 -158.452
   56.029 -158.447   56.029 -158.445   56.031 -158.439   56.032 -158.438
   56.034 -158.439   56.036 -158.443   56.041 -158.451   56.044 -158.455
   56.049 -158.460   56.050 -158.461   56.050 -158.461   56.053 -158.459
   56.054 -158.456   56.055 -158.452   56.055 -158.449   56.054 -158.447
   56.051 -158.443   56.050 -158.441   56.048 -158.439   56.048 -158.437
   56.048 -158.435   56.047 -158.433   56.046 -158.430   56.045 -158.428
   56.045 -158.421   56.045 -158.420   56.045 -158.419   56.044 -158.418
   56.044 -158.417   56.043 -158.411   56.037 -158.420   56.031 -158.414
   56.017 -158.420   56.013 -158.411   56.011 -158.411   56.009 -158.412
   56.008 -158.413   56.007 -158.413   56.003 -158.415   56.001 -158.420
   56.000 -158.422   55.999 -158.423   55.998 -158.425   55.993 -158.432
   55.993 -158.433   55.994 -158.436   55.995 -158.438   55.996 -158.440
   55.999 -158.443   56.001 -158.446   56.002 -158.445   56.005 -158.451
   56.007 -158.452   56.009 -158.453   56.012 -158.452   56.012 -158.454
   56.013 -158.454   56.015 -158.456   56.019 -158.463   56.020 -158.465
   56.025 -158.468   56.025 -158.470   56.029 -158.475   56.033 -158.481
   56.037 -158.485   56.038 -158.492   56.038 -158.493   56.038 -158.496
   56.035 -158.507   56.015 -158.505   56.008 -158.494   56.006 -158.494
   55.997 -158.496   55.985 -158.497   55.984 -158.498   55.982 -158.501
   55.981 -158.502   55.982 -158.507   55.984 -158.508   55.988 -158.513
   55.991 -158.515   55.996 -158.518   55.999 -158.522   56.002 -158.527
   56.005 -158.528   56.005 -158.532   56.008 -158.537   56.009 -158.538
   56.012 -158.539   56.014 -158.540   56.015 -158.542   56.015 -158.543
   56.016 -158.543   56.020 -158.551   56.021 -158.553   56.026 -158.557
   56.028 -158.557   56.030 -158.558   56.033 -158.557   56.036 -158.554
   56.038 -158.552   56.039 -158.550   56.040 -158.548   56.040 -158.545
   56.038 -158.533   56.040 -158.531   56.041 -158.526   56.043 -158.522
   56.046 -158.515   56.049 -158.510   56.051 -158.506   56.054 -158.504
   56.056 -158.500   56.059 -158.496   56.063 -158.495   56.066 -158.492
   56.068 -158.492   56.069 -158.492   56.070 -158.491   56.069 -158.493
   56.070 -158.493   56.069 -158.497   56.067 -158.504   56.066 -158.504
   56.064 -158.514   56.053 -158.528   56.053 -158.528   56.045 -158.580
   56.038 -158.587   56.038 -158.587   56.040 -158.591   56.041 -158.592
   56.042 -158.592   56.043 -158.593   56.045 -158.595   56.047 -158.597
   56.049 -158.598   56.053 -158.598   56.054 -158.598   56.058 -158.594
   56.059 -158.592   56.060 -158.592   56.062 -158.590   56.063 -158.591
   56.065 -158.591   56.067 -158.590   56.070 -158.588   56.071 -158.585
   56.079 -158.545   56.081 -158.551   56.082 -158.551   56.083 -158.553
   56.084 -158.556   56.084 -158.559   56.083 -158.563   56.083 -158.565
   56.082 -158.567   56.082 -158.571   56.082 -158.574   56.081 -158.580
   56.081 -158.583   56.082 -158.587   56.082 -158.587   56.082 -158.589
   56.084 -158.591   56.086 -158.593   56.087 -158.594   56.090 -158.596
   56.091 -158.596   56.092 -158.596   56.093 -158.596   56.095 -158.597
   56.096 -158.597   56.102 -158.585   56.106 -158.585   56.107 -158.587
   56.107 -158.587   56.109 -158.589   56.110 -158.591   56.113 -158.592
   56.115 -158.588   56.116 -158.585   56.117 -158.583   56.117 -158.582
   56.117 -158.576   56.123 -158.574   56.123 -158.573   56.120 -158.558
   56.112 -158.547   56.113 -158.542   56.116 -158.544   56.116 -158.543
   56.116 -158.544   56.125 -158.551   56.126 -158.551   56.128 -158.552
   56.129 -158.553   56.133 -158.547   56.133 -158.550   56.135 -158.550
   56.135 -158.553   56.135 -158.555   56.135 -158.555   56.136 -158.551
   56.158 -158.534   56.162 -158.511   56.160 -158.502   56.158 -158.501
   56.157 -158.498   56.157 -158.498   56.153 -158.495   56.154 -158.486
   56.156 -158.494   56.157 -158.494   56.157 -158.493   56.158 -158.491
   56.159 -158.489   56.161 -158.488   56.161 -158.488   56.162 -158.487
   56.163 -158.488   56.164 -158.489   56.166 -158.490   56.168 -158.492
   56.170 -158.493   56.172 -158.496   56.175 -158.501   56.176 -158.504
   56.177 -158.507   56.178 -158.510   56.178 -158.513   56.179 -158.515
   56.180 -158.514   56.180 -158.499   56.183 -158.495   56.183 -158.495
   56.183 -158.494   56.185 -158.495   56.186 -158.500   56.186 -158.504
   56.187 -158.484   56.187 -158.482   56.186 -158.480   56.186 -158.479
   56.183 -158.471   56.183 -158.456   56.194 -158.460   56.194 -158.464
   56.195 -158.465   56.196 -158.467   56.196 -158.471   56.195 -158.477
   56.196 -158.484   56.197 -158.490   56.197 -158.498   56.198 -158.504
   56.197 -158.507   56.198 -158.511   56.198 -158.515   56.198 -158.520
   56.198 -158.524   56.198 -158.528   56.198 -158.535   56.197 -158.541
   56.196 -158.546   56.194 -158.550   56.194 -158.550   56.192 -158.559
   56.192 -158.564   56.192 -158.567   56.191 -158.571   56.191 -158.573
   56.191 -158.576   56.191 -158.579   56.192 -158.581   56.193 -158.586
   56.193 -158.591   56.196 -158.597   56.200 -158.604   56.200 -158.608
   56.201 -158.612   56.201 -158.617   56.201 -158.619   56.202 -158.623
   56.198 -158.625   56.194 -158.616   56.189 -158.615   56.184 -158.593
   56.183 -158.592   56.181 -158.588   56.176 -158.581   56.177 -158.577
   56.176 -158.575   56.176 -158.570   56.177 -158.566   56.178 -158.563
   56.177 -158.560   56.177 -158.560   56.177 -158.560   56.176 -158.554
   56.173 -158.559   56.172 -158.554   56.162 -158.568   56.161 -158.571
   56.160 -158.574   56.160 -158.577   56.158 -158.579   56.158 -158.580
   56.157 -158.583   56.155 -158.582   56.154 -158.583   56.153 -158.582
   56.153 -158.582   56.151 -158.582   56.147 -158.583   56.144 -158.584
   56.142 -158.585   56.140 -158.588   56.138 -158.590   56.136 -158.595
   56.128 -158.605   56.127 -158.609   56.125 -158.615   56.123 -158.622
   56.121 -158.627   56.121 -158.628   56.121 -158.631   56.119 -158.632
   56.119 -158.632   56.116 -158.636   56.114 -158.640   56.115 -158.642
   56.116 -158.647   56.116 -158.649   56.116 -158.653   56.117 -158.655
   56.116 -158.656   56.115 -158.658   56.117 -158.661   56.119 -158.661
   56.120 -158.661   56.121 -158.660   56.122 -158.656   56.125 -158.653
   56.127 -158.648   56.130 -158.646   56.131 -158.645   56.134 -158.642
   56.136 -158.641   56.138 -158.639   56.140 -158.639   56.141 -158.642
   56.142 -158.644   56.143 -158.647   56.143 -158.647   56.147 -158.647
   56.147 -158.645   56.149 -158.646   56.152 -158.651   56.150 -158.657
   56.150 -158.659   56.151 -158.662   56.151 -158.666   56.153 -158.671
   56.153 -158.674   56.153 -158.683   56.156 -158.693   56.157 -158.700
   56.157 -158.706   56.157 -158.714   56.157 -158.719   56.157 -158.723
   56.155 -158.725   56.153 -158.724   56.152 -158.723   56.152 -158.720
   56.152 -158.716   56.152 -158.714   56.139 -158.671   56.139 -158.670
   56.127 -158.671   56.126 -158.672   56.124 -158.677   56.121 -158.683
   56.119 -158.683   56.117 -158.686   56.114 -158.687   56.113 -158.689
   56.112 -158.690   56.111 -158.691   56.110 -158.693   56.109 -158.694
   56.107 -158.697   56.104 -158.694   56.106 -158.679   56.101 -158.674
   56.100 -158.663   56.089 -158.649   56.087 -158.655   56.086 -158.657
   56.085 -158.660   56.084 -158.662   56.082 -158.663   56.079 -158.668
   56.079 -158.668   56.079 -158.672   56.077 -158.674   56.076 -158.675
   56.074 -158.675   56.072 -158.670   56.073 -158.663   56.073 -158.661
   56.073 -158.657   56.072 -158.657   56.056 -158.663   56.054 -158.665
   56.054 -158.666   56.053 -158.681   56.049 -158.687   56.048 -158.693
   56.052 -158.711   56.052 -158.711   56.054 -158.714   56.055 -158.716
   56.054 -158.721   56.053 -158.721   56.051 -158.722   56.049 -158.725
   56.046 -158.724   56.043 -158.726   56.042 -158.725   56.039 -158.724
   56.037 -158.722   56.036 -158.720   56.034 -158.717   56.034 -158.717
   56.034 -158.716   56.033 -158.716   56.033 -158.716   56.033 -158.714
   56.033 -158.710   56.033 -158.706   56.033 -158.700   56.033 -158.696
   56.033 -158.693   56.033 -158.691   56.031 -158.685   56.032 -158.684
   56.032 -158.683   56.032 -158.682   56.035 -158.670   56.035 -158.667
   56.034 -158.656   56.028 -158.656   56.022 -158.667   56.021 -158.669
   56.020 -158.670   56.017 -158.675   56.013 -158.679   56.010 -158.680
   56.009 -158.680   56.007 -158.682   56.004 -158.678   56.007 -158.664
   56.009 -158.661   56.010 -158.659   56.012 -158.658   56.013 -158.656
   56.014 -158.654   56.016 -158.654   56.019 -158.650   56.019 -158.649
   56.019 -158.647   56.021 -158.645   56.023 -158.645   56.020 -158.640
   56.010 -158.640   56.008 -158.638   56.006 -158.638   56.004 -158.637
   55.998 -158.640   55.994 -158.643   55.986 -158.641   55.986 -158.642
   55.986 -158.644   55.987 -158.646   55.985 -158.653   55.984 -158.655
   55.984 -158.657   55.984 -158.659   55.987 -158.663   55.987 -158.666
   55.987 -158.670   55.986 -158.673   55.986 -158.678   55.985 -158.682
   55.985 -158.685   55.984 -158.687   55.983 -158.689   55.983 -158.690
   55.980 -158.692   55.975 -158.691   55.974 -158.674   55.966 -158.657
   55.961 -158.653   55.960 -158.655   55.958 -158.658   55.956 -158.664
   55.955 -158.667   55.954 -158.671   55.952 -158.678   55.953 -158.681
   55.954 -158.682   55.957 -158.684   55.958 -158.683   55.960 -158.686
   55.961 -158.690   55.964 -158.693   55.967 -158.696   55.968 -158.699
   55.969 -158.701   55.969 -158.704   55.969 -158.707   55.964 -158.712
   55.964 -158.714   55.962 -158.715   55.962 -158.715   55.960 -158.716
   55.958 -158.721   55.958 -158.724   55.957 -158.729   55.957 -158.731
   55.957 -158.734   55.959 -158.738   55.962 -158.745   55.965 -158.749
   55.973 -158.744   55.978 -158.710   55.978 -158.703   55.977 -158.701
   55.978 -158.701   55.978 -158.701   55.974 -158.701   55.975 -158.696
   55.982 -158.695   55.983 -158.700   55.984 -158.700   55.985 -158.702
   55.986 -158.705   55.986 -158.707   55.984 -158.712   55.984 -158.714
   55.985 -158.718   55.986 -158.722   55.985 -158.725   55.986 -158.728
   55.987 -158.729   55.989 -158.729   55.994 -158.730   55.994 -158.730
   55.997 -158.730   55.998 -158.730   56.002 -158.719   56.002 -158.719
   56.002 -158.719   56.004 -158.718   56.006 -158.718   56.008 -158.719
   56.009 -158.723   56.012 -158.729   56.012 -158.730   56.014 -158.732
   56.015 -158.733   56.016 -158.734   56.015 -158.738   56.016 -158.740
   56.011 -158.743   56.010 -158.744   56.010 -158.749   56.012 -158.752
   56.013 -158.755   56.015 -158.756   56.018 -158.762   56.019 -158.765
   56.019 -158.768   56.019 -158.768   56.020 -158.769   56.016 -158.773
   56.016 -158.775   56.016 -158.778   56.014 -158.778   56.013 -158.777
   56.012 -158.774   56.009 -158.772   56.007 -158.771   56.005 -158.771
   56.005 -158.770   56.001 -158.772   55.999 -158.775   55.997 -158.777
   55.995 -158.779   55.992 -158.785   55.990 -158.790   55.988 -158.795
   55.988 -158.800   55.989 -158.808   55.989 -158.811   55.989 -158.811
   55.996 -158.813   55.998 -158.813   56.000 -158.813   56.001 -158.816
   56.004 -158.820   56.006 -158.821   56.009 -158.822   56.011 -158.823
   56.013 -158.825   56.015 -158.826   56.021 -158.827   56.017 -158.833
   56.016 -158.831   56.016 -158.831   56.017 -158.837   56.017 -158.839
   56.017 -158.842   56.014 -158.849   56.005 -158.860   56.001 -158.858
   55.999 -158.858   55.997 -158.858   55.994 -158.861   55.992 -158.863
   55.991 -158.864   55.988 -158.865   55.985 -158.868   55.982 -158.870
   55.980 -158.872   55.979 -158.872   55.978 -158.875   55.976 -158.876
   55.974 -158.879   55.973 -158.882   55.972 -158.886   55.972 -158.889
   55.973 -158.892   55.974 -158.896   55.975 -158.899   55.976 -158.902
   55.977 -158.908   55.977 -158.911   55.977 -158.914   55.974 -158.913
   55.973 -158.908   55.971 -158.905   55.970 -158.903   55.969 -158.901
   55.967 -158.898   55.966 -158.897   55.965 -158.895   55.965 -158.892
   55.965 -158.889   55.963 -158.891   55.962 -158.892   55.960 -158.893
   55.955 -158.899   55.952 -158.902   55.950 -158.903   55.947 -158.903
   55.945 -158.904   55.943 -158.905   55.941 -158.906   55.936 -158.907
   55.932 -158.908   55.930 -158.909   55.929 -158.909   55.928 -158.909
   55.925 -158.909   55.924 -158.909   55.922 -158.911   55.920 -158.913
   55.918 -158.915   55.918 -158.916   55.928 -158.914   55.929 -158.919
   55.929 -158.919   55.932 -158.919   55.932 -158.923   55.933 -158.927
   55.933 -158.930   55.933 -158.933   55.933 -158.938   55.934 -158.944
   55.935 -158.949   55.936 -158.953   55.936 -158.957   55.936 -158.963
   55.936 -158.967   55.935 -158.972   55.935 -158.977   55.934 -158.981
   55.933 -158.985   55.932 -158.989   55.930 -158.995   55.929 -158.997
   55.927 -159.002   55.924 -159.005   55.921 -159.008   55.920 -159.010
   55.920 -159.010   55.919 -159.010   55.919 -159.010   55.915 -159.007
   55.915 -159.007   55.908 -159.001   55.894 -159.005   55.893 -159.006
   55.894 -159.010   55.894 -159.012   55.895 -159.014   55.894 -159.018
   55.895 -159.022   55.895 -159.026   55.897 -159.030   55.899 -159.033
   55.901 -159.035   55.903 -159.036   55.905 -159.038   55.907 -159.041
   55.910 -159.046   55.915 -159.052   55.918 -159.056   55.921 -159.060
   55.925 -159.065   55.926 -159.069   55.927 -159.075   55.927 -159.080
   55.928 -159.084   55.927 -159.082   55.927 -159.083   55.926 -159.088
   55.925 -159.093   55.922 -159.099   55.919 -159.106   55.918 -159.111
   55.916 -159.116   55.914 -159.123   55.914 -159.126   55.914 -159.129
   55.912 -159.138   55.912 -159.140   55.912 -159.144   55.912 -159.147
   55.910 -159.153   55.907 -159.158   55.905 -159.163   55.904 -159.165
   55.901 -159.166   55.899 -159.166   55.898 -159.166   55.892 -159.170
   55.891 -159.173   55.893 -159.174   55.894 -159.178   55.895 -159.183
   55.897 -159.185   55.897 -159.191   55.898 -159.197   55.898 -159.201
   55.899 -159.204   55.899 -159.207   55.899 -159.208   55.901 -159.214
   55.901 -159.220   55.901 -159.225   55.901 -159.231   55.900 -159.236
   55.900 -159.240   55.899 -159.243   55.899 -159.247   55.897 -159.251
   55.896 -159.254   55.895 -159.259   55.893 -159.261   55.890 -159.269
   55.890 -159.271   55.889 -159.277   55.888 -159.281   55.884 -159.284
   55.882 -159.284   55.878 -159.285   55.878 -159.285   55.878 -159.285
   55.869 -159.288   55.868 -159.289   55.867 -159.293   55.865 -159.299
   55.862 -159.305   55.860 -159.309   55.859 -159.313   55.859 -159.316
   55.861 -159.319   55.863 -159.320   55.865 -159.320   55.867 -159.319
   55.869 -159.318   55.871 -159.317   55.875 -159.320   55.877 -159.322
   55.879 -159.324   55.880 -159.326   55.880 -159.332   55.880 -159.338
   55.880 -159.343   55.879 -159.348   55.878 -159.353   55.877 -159.356
   55.875 -159.360   55.875 -159.362   55.875 -159.367   55.874 -159.370
   55.873 -159.373   55.872 -159.376   55.871 -159.378   55.869 -159.380
   55.868 -159.383   55.867 -159.385   55.866 -159.386   55.864 -159.388
   55.863 -159.390   55.862 -159.392   55.860 -159.393   55.859 -159.397
   55.858 -159.400   55.856 -159.400   55.854 -159.400   55.853 -159.400
   55.840 -159.400   55.837 -159.403   55.833 -159.405   55.831 -159.407
   55.829 -159.407   55.823 -159.408   55.816 -159.409   55.809 -159.407
   55.808 -159.407   55.804 -159.407   55.801 -159.403   55.801 -159.404
   55.800 -159.407   55.796 -159.410   55.794 -159.410   55.793 -159.412
   55.791 -159.415   55.791 -159.417   55.791 -159.420   55.792 -159.423
   55.792 -159.427   55.795 -159.431   55.797 -159.437   55.799 -159.439
   55.802 -159.441   55.807 -159.444   55.811 -159.444   55.813 -159.446
   55.814 -159.448   55.815 -159.452   55.815 -159.455   55.815 -159.456
   55.815 -159.455   55.817 -159.458   55.819 -159.456   55.820 -159.456
   55.822 -159.461   55.824 -159.466   55.825 -159.467   55.826 -159.468
   55.838 -159.473   55.842 -159.473   55.850 -159.469   55.850 -159.468
   55.853 -159.466   55.855 -159.465   55.862 -159.461   55.864 -159.463
   55.865 -159.462   55.866 -159.463   55.869 -159.467   55.872 -159.470
   55.874 -159.472   55.882 -159.461   55.892 -159.457   55.892 -159.456
   55.893 -159.456   55.895 -159.454   55.896 -159.452   55.898 -159.454
   55.900 -159.458   55.902 -159.458   55.904 -159.458   55.905 -159.460
   55.905 -159.463   55.903 -159.464   55.902 -159.466   55.901 -159.469
   55.901 -159.473   55.902 -159.479   55.902 -159.487   55.902 -159.494
   55.901 -159.498   55.900 -159.502   55.899 -159.504   55.897 -159.507
   55.895 -159.511   55.894 -159.513   55.893 -159.516   55.892 -159.520
   55.890 -159.527   55.888 -159.529   55.886 -159.533   55.885 -159.534
   55.883 -159.534   55.882 -159.536   55.879 -159.536   55.877 -159.536
   55.876 -159.537   55.875 -159.538   55.875 -159.540   55.876 -159.540
   55.876 -159.542   55.876 -159.545   55.875 -159.547   55.874 -159.548
   55.874 -159.548   55.874 -159.548   55.873 -159.548   55.871 -159.549
   55.870 -159.547   55.867 -159.547   55.862 -159.539   55.859 -159.540
   55.856 -159.541   55.855 -159.540   55.855 -159.540   55.854 -159.541
   55.850 -159.538   55.844 -159.519   55.844 -159.517   55.844 -159.517
   55.845 -159.514   55.848 -159.513   55.848 -159.513   55.848 -159.512
   55.839 -159.509   55.838 -159.509   55.834 -159.509   55.830 -159.508
   55.828 -159.506   55.827 -159.506   55.824 -159.504   55.820 -159.502
   55.816 -159.502   55.814 -159.501   55.811 -159.500   55.809 -159.501
   55.806 -159.505   55.804 -159.505   55.802 -159.506   55.799 -159.504
   55.797 -159.504   55.795 -159.503   55.794 -159.501   55.792 -159.499
   55.791 -159.497   55.789 -159.497   55.787 -159.496   55.785 -159.497
   55.782 -159.497   55.780 -159.498   55.777 -159.497   55.774 -159.496
   55.771 -159.494   55.768 -159.493   55.767 -159.492   55.767 -159.492
   55.764 -159.494   55.761 -159.496   55.758 -159.500   55.755 -159.503
   55.752 -159.503   55.750 -159.505   55.747 -159.506   55.746 -159.508
   55.745 -159.510   55.743 -159.513   55.742 -159.515   55.739 -159.520
   55.737 -159.521   55.735 -159.523   55.733 -159.529   55.732 -159.532
   55.731 -159.535   55.729 -159.537   55.727 -159.541   55.726 -159.543
   55.723 -159.546   55.720 -159.547   55.717 -159.549   55.715 -159.552
   55.713 -159.553   55.711 -159.554   55.711 -159.554   55.711 -159.555
   55.709 -159.554   55.708 -159.554   55.705 -159.553   55.704 -159.551
   55.704 -159.551   55.703 -159.549   55.703 -159.548   55.699 -159.538
   55.698 -159.538   55.696 -159.536   55.693 -159.535   55.692 -159.535
   55.685 -159.537   55.684 -159.538   55.683 -159.538   55.681 -159.538
   55.673 -159.540   55.672 -159.540   55.672 -159.540   55.671 -159.540
   55.670 -159.539   55.670 -159.539   55.668 -159.536   55.666 -159.532
   55.665 -159.530   55.663 -159.534   55.663 -159.535   55.662 -159.536
   55.662 -159.536   55.661 -159.537   55.659 -159.540   55.658 -159.540
   55.655 -159.540   55.653 -159.541   55.650 -159.542   55.647 -159.546
   55.644 -159.549   55.641 -159.555   55.641 -159.555   55.639 -159.563
   55.639 -159.564   55.641 -159.566   55.642 -159.567   55.644 -159.570
   55.644 -159.574   55.644 -159.578   55.642 -159.582   55.642 -159.584
   55.639 -159.586   55.637 -159.586   55.634 -159.589   55.631 -159.594
   55.629 -159.596   55.627 -159.597   55.626 -159.598   55.623 -159.599
   55.621 -159.602   55.618 -159.603   55.616 -159.604   55.614 -159.608
   55.612 -159.609   55.610 -159.610   55.609 -159.612   55.605 -159.611
   55.603 -159.612   55.600 -159.614   55.597 -159.616   55.594 -159.620
   55.590 -159.624   55.587 -159.624   55.585 -159.623   55.583 -159.620
   55.582 -159.620   55.581 -159.620   55.579 -159.619   55.568 -159.598
   55.567 -159.597   55.566 -159.599   55.565 -159.602   55.566 -159.604
